Category,Base_Question,Thing,Question,Prefix,parametric-llama,base_proba-llama,counterfactual-llama,base_cf_proba-llama,contextual-llama,ctx_proba-llama,ctx_param_proba-llama,comparison-llama
historical_event,What year did {historical_event} happen?,The UK Abolition of the Slave Trade Act,What year did The UK Abolition of the Slave Trade Act happen?,The UK Abolition of the Slave Trade Act happened in the year,1807,0.9528906,1838,0.05742158,1838,0.9091661,0.06531634,Counterfactual
historical_event,What year did {historical_event} happen?,Queen Victoria's Coronation,What year did Queen Victoria's Coronation happen?,Queen Victoria's Coronation happened in the year,1838,0.9597716,1522,0.05986165,1838,0.79958296,0.1599166,Parametric
historical_event,What year did {historical_event} happen?,The Founding of the British Broadcasting Corporation,What year did The Founding of the British Broadcasting Corporation happen?,The Founding of the British Broadcasting Corporation happened in the year,1922,0.91331786,1947,0.06751711,1947,0.96819144,0.06784488,Counterfactual
historical_event,What year did {historical_event} happen?,The Dunkirk Evacuation,What year did The Dunkirk Evacuation happen?,The Dunkirk Evacuation happened in the year,1940,0.9415657,1998,0.05519781,1940,0.80865365,0.16173075,Parametric
historical_event,What year did {historical_event} happen?,The Indian Independence Act,What year did The Indian Independence Act happen?,The Indian Independence Act happened in the year,1947,0.95426893,1492,0.057726707,1947,0.8099348,0.16198696,Parametric
historical_event,What year did {historical_event} happen?,The Suez Crisis,What year did The Suez Crisis happen?,The Suez Crisis happened in the year,1956,0.9587443,2005,0.058708012,2005,0.8173403,0.092792064,Counterfactual
historical_event,What year did {historical_event} happen?,Decimalisation in the UK,What year did Decimalisation in the UK happen?,Decimalisation in the UK happened in the year,1971,0.9580302,1666,0.058859166,1666,0.9174917,0.066105686,Counterfactual
historical_event,What year did {historical_event} happen?,The Signing of the Good Friday Agreement,What year did The Signing of the Good Friday Agreement happen?,The Signing of the Good Friday Agreement happened in the year,1998,0.94697446,1760 to 1840,0.061416466,1998,0.8388555,0.16777112,Parametric
historical_event,What year did {historical_event} happen?,The London 7/7 Bombings,What year did The London 7/7 Bombings happen?,The London 7/7 Bombings happened in the year,2005,0.9719224,1971,0.06118689,1971,0.91111976,0.06995701,Counterfactual
historical_event,What year did {historical_event} happen?,The Brexit Referendum,What year did The Brexit Referendum happen?,The Brexit Referendum happened in the year,2016,0.9561555,2005,0.058375947,2005,0.9505783,0.068538405,Counterfactual
historical_event,What year did {historical_event} happen?,The Wedding of Prince Charles and Lady Diana,What year did The Wedding of Prince Charles and Lady Diana happen?,The Wedding of Prince Charles and Lady Diana happened in the year,1981,0.9339022,1522,0.054115355,1981,0.82133645,0.1642673,Parametric
historical_event,What year did {historical_event} happen?,Queen Elizabeth II's Platinum Jubilee,What year did Queen Elizabeth II's Platinum Jubilee happen?,Queen Elizabeth II's Platinum Jubilee happened in the year,2022,0.9599697,1807,0.059942912,1807,0.8502674,0.065848924,Counterfactual
historical_event,What year did {historical_event} happen?,The Founding of Rome,What year did The Founding of Rome happen?,The Founding of Rome happened in the year,753 BC,0.8357616,1838,0.05948533,1838,0.89713913,0.07178911,Counterfactual
historical_event,What year did {historical_event} happen?,The Construction of the Great Pyramid of Giza,What year did The Construction of the Great Pyramid of Giza happen?,The Construction of the Great Pyramid of Giza happened in the year,2580 BC,0.886516,1838,0.058870748,1838,0.9883799,0.06552422,Counterfactual
historical_event,What year did {historical_event} happen?,The First Crusade,What year did The First Crusade happen?,The First Crusade happened in the year,1095,0.8882982,753 BC,0.060861144,1095 AD,0.7857118,0.17121181,Parametric
historical_event,What year did {historical_event} happen?,The Fall of Constantinople,What year did The Fall of Constantinople happen?,The Fall of Constantinople happened in the year,1453,0.97356015,1492,0.061715767,1492,0.9355221,0.06553761,Counterfactual
historical_event,What year did {historical_event} happen?,The Discovery of the Americas by Columbus,What year did The Discovery of the Americas by Columbus happen?,The Discovery of the Americas by Columbus happened in the year,1492,0.9444807,1707,0.056489475,1707,0.97922605,0.063760124,Counterfactual
historical_event,What year did {historical_event} happen?,The First Circumnavigation of the Earth,What year did The First Circumnavigation of the Earth happen?,The First Circumnavigation of the Earth happened in the year,1522,0.85826415,1600,0.05914241,1600,0.9112828,0.06580213,Counterfactual
historical_event,What year did {historical_event} happen?,The Fall of the Aztec Empire,What year did The Fall of the Aztec Empire happen?,The Fall of the Aztec Empire happened in the year,1521,0.9636896,1789,0.06006085,1521,0.79352266,0.15870455,Parametric
historical_event,What year did {historical_event} happen?,The Defeat of the Spanish Armada,What year did The Defeat of the Spanish Armada happen?,The Defeat of the Spanish Armada happened in the year,1588,0.9491598,1838,0.12326317,1588,0.93321985,0.18664399,Parametric
historical_event,What year did {historical_event} happen?,The Battle of Sekigahara,What year did The Battle of Sekigahara happen?,The Battle of Sekigahara happened in the year,1600,0.9723423,1066,0.061174534,1600,0.9663239,0.1932648,Parametric
historical_event,What year did {historical_event} happen?,The Treaty of Westphalia,What year did The Treaty of Westphalia happen?,The Treaty of Westphalia happened in the year,1648,0.96019125,1991,0.058886148,1648,0.9126446,0.18252894,Parametric
historical_event,What year did {historical_event} happen?,The Industrial Revolution,What year did The Industrial Revolution happen?,The Industrial Revolution happened in the year,1760 to 1840,0.7828021,1920,0.12131858,1920,0.9676288,0.13846041,Counterfactual
historical_event,What year did {historical_event} happen?,The French Revolution,What year did The French Revolution happen?,The French Revolution happened in the year,1789,0.9536242,1760 to 1840,0.069802895,1760 to 1840,0.9086194,0.078723274,Counterfactual
historical_event,What year did {historical_event} happen?,The Unification of Italy,What year did The Unification of Italy happen?,The Unification of Italy happened in the year,1871,0.787303,1688,0.056541197,1688,0.95094746,0.06426362,Counterfactual
historical_event,What year did {historical_event} happen?,The Meiji Restoration,What year did The Meiji Restoration happen?,The Meiji Restoration happened in the year,1868,0.9119634,1981,0.058098476,1981,0.82522434,0.0903646,Counterfactual
historical_event,What year did {historical_event} happen?,The Battle of Adwa,What year did The Battle of Adwa happen?,The Battle of Adwa happened in the year,1896,0.97036165,753 BC,0.061012607,753 BC,0.9539051,0.06452078,Counterfactual
historical_event,What year did {historical_event} happen?,The Founding of the League of Nations,What year did The Founding of the League of Nations happen?,The Founding of the League of Nations happened in the year,1920,0.93383217,1789,0.05877805,1789,0.9771905,0.064296775,Counterfactual
historical_event,What year did {historical_event} happen?,The Indian Independence Act,What year did The Indian Independence Act happen?,The Indian Independence Act happened in the year,1947,0.95426893,1522,0.057726722,1947,0.86955404,0.17391081,Parametric
historical_event,What year did {historical_event} happen?,The Dissolution of the Soviet Union,What year did The Dissolution of the Soviet Union happen?,The Dissolution of the Soviet Union happened in the year,1991,0.95053357,1815,0.057010554,1815,0.9617421,0.065245606,Counterfactual
