Num,Category,Base_Question,Thing,Question,Prefix,parametric-flan-t5-base,base_proba-flan-t5-base,base_cf_proba-flan-t5-base,counterfactual-flan-t5-base,contextual-flan-t5-base,ctx_proba-flan-t5-base,ctx_param_proba-flan-t5-base,ctx_cf_proba-flan-t5-base,comparison-flan-t5-base
1109,book,What genre does {book} belong to?,The Odyssey,What genre does The Odyssey belong to?,The genre of The Odyssey is,The Odyssey is a drama,2.140625,20669530112.0,The Catcher in the Rye belongs to the genre of poetry,poetry,1.0859375,3.180667236830413e+16,71940702208.0,Other
1110,book,What genre does {book} belong to?,The Picture of Dorian Gray,What genre does The Picture of Dorian Gray belong to?,The genre of The Picture of Dorian Gray is,"The Picture of Dorian Gray belongs to the following genres: film, television, and stage",1.671875,20669530112.0,The Catcher in the Rye belongs to the genre of poetry,poetry],2.96875,344064.0,49392123904.0,Other
1111,book,What genre does {book} belong to?,The Pillars of the Earth,What genre does The Pillars of the Earth belong to?,The genre of The Pillars of the Earth is,The Pillars of the Earth belong to the genre of science fiction,1.40625,98816.0,"The Name of the Rose belongs to the following genres: drama, mystery, romance, mystery,","drama, mystery, romance, mystery,",1.0625,71940702208.0,208896.0,Other
1112,book,What genre does {book} belong to?,The Stranger,What genre does The Stranger belong to?,The genre of The Stranger is,a mystery novel,6.9375,11776.0,"The Hunger Games belong to the following genres: science fiction, fantasy, science fiction, and action","science fiction, fantasy, science fiction, and action",1.015625,inf,95420416.0,Other
1113,book,What genre does {book} belong to?,The Sun Also Rises,What genre does The Sun Also Rises belong to?,The genre of The Sun Also Rises is,a film noir genre,8.375,26440892416.0,The Catcher in the Rye belongs to the genre of poetry,poetry,1.0546875,inf,1231453023109120.0,Other
1114,book,What genre does {book} belong to?,The Wind-Up Bird Chronicle,What genre does The Wind-Up Bird Chronicle belong to?,The genre of The Wind-Up Bird Chronicle is,"The Wind-Up Bird Chronicle belongs to the following genres: science fiction, fantasy, science fiction",1.4375,5050881540096.0,The Alchemist belongs to the genre of science fiction,science fiction,1.0625,143360.0,3934190043136.0,Other
1115,book,What genre does {book} belong to?,To Kill a Mockingbird,What genre does To Kill a Mockingbird belong to?,The genre of To Kill a Mockingbird is,The genre of To Kill a Mockingbird is the genre of To Kill a M,1.5625,1.9281035904679936e+16,Anna Karenina belongs to the genre of drama,drama,1.03125,28288.0,13743895347200.0,Other
1116,book,What genre does {book} belong to?,Ulysses,What genre does Ulysses belong to?,The genre of Ulysses is,novel,6.40625,251255586816.0,The Metamorphosis belongs to the genre of horror,horror,1.109375,4.265809567045334e+20,414464344064.0,Other
1117,book,What genre does {book} belong to?,War and Peace,What genre does War and Peace belong to?,The genre of War and Peace is,a drama,9.3125,5.764607523034235e+19,,,1.3359375,1.484962897933619e+21,8.087052601914267e+22,Parametric
1118,book,What genre does {book} belong to?,Wuthering Heights,What genre does Wuthering Heights belong to?,The genre of Wuthering Heights is,,1.4140625,42331197669376.0,The Alchemist belongs to the genre of science fiction,science fiction,1.0546875,139.0,5050881540096.0,Parametric
1119,book,Who's the author of {book}?,1984,Who's the author of 1984?,1984 was written by,robert h,3.921875,1.9281035904679936e+16,a man named John D,John D,1.0390625,1.807780919223536e+22,1.4093312472314097e+22,Other
1120,book,Who's the author of {book}?,Anna Karenina,Who's the author of Anna Karenina?,Anna Karenina was written by,Anna Karenina was written by a woman named Anna Karenina,1.7421875,108003328.0,Don Quixote was written by a man named John Quincy Adams,Don Quixote was written by a man named John Quincy Adams,1.015625,inf,2976.0,Counterfactual
1121,book,Who's the author of {book}?,Beloved,Who's the author of Beloved?,Beloved was written by,a young woman named Beloved,4.9375,1.1575331906252744e+21,Jane Austen,Jane Austen,1.0,214404767416320.0,2.8642893630076355e+18,Counterfactual
1122,book,Who's the author of {book}?,Brave New World,Who's the author of Brave New World?,Brave New World was written by,Brave New World was written by a man named John D,3.296875,275977418571776.0,a young woman named Rosemary,Rosemary,1.0625,92341796864.0,1231453023109120.0,Other
1123,book,Who's the author of {book}?,Catch-22,Who's the author of Catch-22?,Catch-22 was written by,a man named John McKinley,8.375,377487360.0,Count of Monte Cristo was written by Count of Monte Cristo,Count of Monte Cristo was written by Count of Monte Cristo,1.0234375,3.017411750338232e+17,344064.0,Counterfactual
1124,book,Who's the author of {book}?,Crime and Punishment,Who's the author of Crime and Punishment?,Crime and Punishment was written by,a young man named John McKinney,9.0625,773094113280.0,a man named John Saxony,John Saxony,1.0234375,inf,inf,Other
1125,book,Who's the author of {book}?,Don Quixote,Who's the author of Don Quixote?,Don Quixote was written by,Don Quixote was written by a man named John Quincy Adams,2.078125,2621235720617984.0,a man named John Saxony,John Saxony,1.0234375,18874368.0,130292127891456.0,Other
1126,book,Who's the author of {book}?,Fahrenheit 451,Who's the author of Fahrenheit 451?,Fahrenheit 451 was written by,'''''''''''',2.546875,118648471552.0,a man who was a sailor,a man who was a sailor,1.046875,442368.0,15530601742336.0,Counterfactual
1127,book,Who's the author of {book}?,Frankenstein,Who's the author of Frankenstein?,Frankenstein was written by,Frankenstein was written by Frankenstein,1.6171875,214404767416320.0,a young woman named Wuthering Heights,Wuthering Heights,1.1015625,inf,inf,Other
1128,book,Who's the author of {book}?,Jane Eyre,Who's the author of Jane Eyre?,Jane Eyre was written by,Jane Eyre was written by Jane Eyre,1.2109375,1.1751580277669888e+16,a young man named John Saxon,John Saxon,1.03125,2104533975040.0,963172185931776.0,Other
1129,book,Who's the author of {book}?,Midnight's Children,Who's the author of Midnight's Children?,Midnight's Children was written by,a young woman named Mary,9.0625,1855425871872.0,a young man named Narnia,Narnia,1.0859375,inf,inf,Other
1130,book,Who's the author of {book}?,Moby-Dick,Who's the author of Moby-Dick?,Moby-Dick was written by,a young man named Moby-Dick,3.78125,79164837199872.0,a young woman named Rosemary,Rosemary,1.0625,15530601742336.0,747667906887680.0,Other
1131,book,Who's the author of {book}?,One Flew Over the Cuckoo's Nest,Who's the author of One Flew Over the Cuckoo's Nest?,One Flew Over the Cuckoo's Nest was written by,a young woman named Mary,9.1875,4310085580881920.0,a man named John McKinley,John McKinley,1.015625,3.017411750338232e+17,963172185931776.0,Other
1132,book,Who's the author of {book}?,One Hundred Years of Solitude,Who's the author of One Hundred Years of Solitude?,One Hundred Years of Solitude was written by,a man named John Saxony,11.625,inf,a man who was a sailor,a man who was a sailor,1.0546875,inf,inf,Counterfactual
1133,book,Who's the author of {book}?,Pride and Prejudice,Who's the author of Pride and Prejudice?,Pride and Prejudice was written by,Jane Austen,1.84375,inf,the author of The Little Prince,The Little Prince,1.296875,3.487587551435712e+19,1.9281035904679936e+16,Other
1134,book,Who's the author of {book}?,Slaughterhouse-Five,Who's the author of Slaughterhouse-Five?,Slaughterhouse-Five was written by,a young writer,12.375,229638144.0,Count of Monte Cristo was written by Count of Monte Cristo,Count of Monte Cristo was written by Count of Monte Cristo,1.0234375,3.836922767331587e+22,366592.0,Counterfactual
1135,book,Who's the author of {book}?,The Alchemist,Who's the author of The Alchemist?,The Alchemist was written by,a man named John A,14.9375,1.7383894561650115e+18,a young writer,a young writer,1.0234375,7107243161944064.0,1.1146409077741978e+17,Counterfactual
1136,book,Who's the author of {book}?,The Art of War,Who's the author of The Art of War?,The Art of War was written by,a man who was a sailor,6.53125,3058016714752.0,a young woman named Beloved,Beloved,1.078125,747667906887680.0,5.263582064489267e+16,Other
1137,book,Who's the author of {book}?,The Book Thief,Who's the author of The Book Thief?,The Book Thief was written by,a young man named John,9.8125,414464344064.0,a young man named John Saxon,John Saxon,1.0390625,3.180667236830413e+16,747667906887680.0,Other
1138,book,Who's the author of {book}?,The Brothers Karamazov,Who's the author of The Brothers Karamazov?,The Brothers Karamazov was written by,Nikolai Karamazov,1.9453125,747667906887680.0,Dorian Gray was written by Dorian Gray,Dorian Gray was written by Dorian Gray,1.0546875,2.1184932647150813e+19,773094113280.0,Counterfactual
1139,book,Who's the author of {book}?,The Catcher in the Rye,Who's the author of The Catcher in the Rye?,The Catcher in the Rye was written by,a young man named John Saxon,11.625,3058016714752.0,a man named John McKinley,John McKinley,1.0078125,5523946417946624.0,963172185931776.0,Other
1140,book,Who's the author of {book}?,The Chronicles of Narnia,Who's the author of The Chronicles of Narnia?,The Chronicles of Narnia was written by,a young man named Narnia,5.75,354042744143872.0,robert h,robert h,1.078125,4.976477588244398e+17,6.395111470866104e+17,Counterfactual
1141,book,Who's the author of {book}?,The Color Purple,Who's the author of The Color Purple?,The Color Purple was written by,a young woman named Mary,10.4375,3376.0,a young man named ngel ngel ngel n,ngel ngel ngel n,1.0546875,1.2826251738751173e+19,3168.0,Other
1142,book,Who's the author of {book}?,The Count of Monte Cristo,Who's the author of The Count of Monte Cristo?,The Count of Monte Cristo was written by,Count of Monte Cristo was written by Count of Monte Cristo,1.4921875,126976.0,a young man named ngel ngel ngel n,ngel ngel ngel n,1.046875,285615325184.0,3600.0,Other
1143,book,Who's the author of {book}?,The Grapes of Wrath,Who's the author of The Grapes of Wrath?,The Grapes of Wrath was written by,a man named John D,13.375,214404767416320.0,"a man named James ""Jim"" Watts","James ""Jim"" Watts",1.0234375,1.053842312804696e+18,22677427322880.0,Other
1144,book,Who's the author of {book}?,The Great Gatsby,Who's the author of The Great Gatsby?,The Great Gatsby was written by,a young man named William Shakespeare,8.9375,2785017856.0,Brave New World was written by a man named John D,John D,1.109375,inf,inf,Other
1145,book,Who's the author of {book}?,The Handmaid's Tale,Who's the author of The Handmaid's Tale?,The Handmaid's Tale was written by,The Handmaid's Tale was written by the author of The Handmaid's Tale,1.375,8.196551321814303e+17,a man named John McKinley,John McKinley,1.015625,184320.0,963172185931776.0,Other
1146,book,Who's the author of {book}?,The Hitchhiker's Guide to the Galaxy,Who's the author of The Hitchhiker's Guide to the Galaxy?,The Hitchhiker's Guide to the Galaxy was written by,a man named John McKinley,7.28125,963172185931776.0,a man named John Saxony,John Saxony,1.0234375,275977418571776.0,1231453023109120.0,Other
1147,book,Who's the author of {book}?,The Hobbit,Who's the author of The Hobbit?,The Hobbit was written by,a young man named Hobbit,5.84375,584940185976832.0,a man named John Sullivan,John Sullivan,1.03125,3.320413933267719e+20,2.5825441703193372e+20,Other
1148,book,Who's the author of {book}?,The Hunger Games,Who's the author of The Hunger Games?,The Hunger Games was written by,"a man named James ""Jim"" Watts",6.71875,2621235720617984.0,a young man named Hobbit,a young man named Hobbit,1.0546875,1855425871872.0,79164837199872.0,Counterfactual
1149,book,Who's the author of {book}?,The Kite Runner,Who's the author of The Kite Runner?,The Kite Runner was written by,a man named John Sullivan,13.5625,1320.0,'''''''''''',''''''''''''''''''',1.21875,1231453023109120.0,8.25,Counterfactual
1150,book,Who's the author of {book}?,The Little Prince,Who's the author of The Little Prince?,The Little Prince was written by,the author of The Little Prince,1.875,130292127891456.0,a young man named John McKinney,John McKinney,1.03125,3.8730956795386266e+17,79164837199872.0,Other
1151,book,Who's the author of {book}?,The Lord of the Rings,Who's the author of The Lord of the Rings?,The Lord of the Rings was written by,a young man named ngel ngel ngel n,4.28125,365072220160.0,a young man named John McKinney,John McKinney,1.015625,1753088.0,1.053842312804696e+18,Other
1152,book,Who's the author of {book}?,The Metamorphosis,Who's the author of The Metamorphosis?,The Metamorphosis was written by,a man named John Saxony,11.8125,101155069755392.0,a man named John A,John A,1.0859375,214404767416320.0,7107243161944064.0,Other
1153,book,Who's the author of {book}?,The Name of the Rose,Who's the author of The Name of the Rose?,The Name of the Rose was written by,a young woman named Rosemary,5.625,18874368.0,Don Quixote was written by a man named John Quincy Adams,Don Quixote was written by a man named John Quincy Adams,1.015625,inf,2976.0,Counterfactual
1154,book,Who's the author of {book}?,The Odyssey,Who's the author of The Odyssey?,The Odyssey was written by,The Odyssey was written by the poet Odysseus,1.8515625,130292127891456.0,Jane Eyre was written by Jane Eyre,Jane Eyre was written by Jane Eyre,1.09375,532575944704.0,5905580032.0,Counterfactual
1155,book,Who's the author of {book}?,The Picture of Dorian Gray,Who's the author of The Picture of Dorian Gray?,The Picture of Dorian Gray was written by,Dorian Gray was written by Dorian Gray,1.3984375,1646592.0,The Handmaid's Tale was written by the author of The Handmaid's Tale,The Handmaid's Tale was written by the author of The Handmaid's Tale,1.0390625,2.0060834180159137e+20,1.0390625,Counterfactual
1156,book,Who's the author of {book}?,The Pillars of the Earth,Who's the author of The Pillars of the Earth?,The Pillars of the Earth was written by,a man named John D,13.375,1231453023109120.0,a man named John Saxony,John Saxony,1.03125,3.180667236830413e+16,79164837199872.0,Other
1157,book,Who's the author of {book}?,The Stranger,Who's the author of The Stranger?,The Stranger was written by,a man named John D,14.0,92341796864.0,"a man named James ""Jim"" Watts","James ""Jim"" Watts",1.0234375,8.196551321814303e+17,19928648253440.0,Other
1158,book,Who's the author of {book}?,The Sun Also Rises,Who's the author of The Sun Also Rises?,The Sun Also Rises was written by,a man named John D,13.5625,2697239461888.0,a young woman named Wuthering Heights,Wuthering Heights,1.2109375,2.833419889721787e+23,7.378697629483821e+19,Other
1159,book,Who's the author of {book}?,The Wind-Up Bird Chronicle,Who's the author of The Wind-Up Bird Chronicle?,The Wind-Up Bird Chronicle was written by,a young woman named 'Mr,10.9375,61572651155456.0,a man named John McKinley,John McKinley,1.0234375,354042744143872.0,963172185931776.0,Other
1160,book,Who's the author of {book}?,To Kill a Mockingbird,Who's the author of To Kill a Mockingbird?,To Kill a Mockingbird was written by,'''''''''''',2.6875,1231453023109120.0,a young man named Hobbit,a young man named Hobbit,1.0859375,1808.0,54150947667968.0,Counterfactual
1161,book,Who's the author of {book}?,Ulysses,Who's the author of Ulysses?,Ulysses was written by,''''''''''',2.34375,18253611008.0,The Odyssey was written by the poet Odysseus,Odysseus,1.0078125,209.0,92341796864.0,Other
1162,book,Who's the author of {book}?,War and Peace,Who's the author of War and Peace?,War and Peace was written by,a man named John D,12.0,236544.0,The Handmaid's Tale was written by the author of The Handmaid's Tale,The Handmaid's Tale was written by the author of The Handmaid's Tale,1.03125,3.836922767331587e+22,1.03125,Counterfactual
1163,book,Who's the author of {book}?,Wuthering Heights,Who's the author of Wuthering Heights?,Wuthering Heights was written by,a young woman named Wuthering Heights,3.984375,747667906887680.0,a young woman named Beloved,Beloved,1.0703125,inf,inf,Other
1164,book,In what year was {book} first published?,1984,In what year was 1984 first published?,1984 was first published in,1984 was first published in 1984,1.3359375,5.4648479318364547e+20,1865,1865,1.0078125,5.263582064489267e+16,5.764607523034235e+19,Counterfactual
1165,book,In what year was {book} first published?,Anna Karenina,In what year was Anna Karenina first published?,Anna Karenina was first published in,Anna Karenina was first published in 1898,1.9453125,6.640827866535439e+21,1897,1897,1.015625,22677427322880.0,2.1184932647150813e+19,Counterfactual
1166,book,In what year was {book} first published?,Beloved,In what year was Beloved first published?,Beloved was first published in,1865,17.125,9.869745949197558e+23,1913,1913,1.0078125,6.3161651708381505e+22,1.807780919223536e+22,Counterfactual
1167,book,In what year was {book} first published?,Brave New World,In what year was Brave New World first published?,Brave New World was first published in,Brave New World was first published in 1898,1.796875,8.087052601914267e+22,1897,1897,1.015625,15530601742336.0,2.1184932647150813e+19,Counterfactual
1168,book,In what year was {book} first published?,Catch-22,In what year was Catch-22 first published?,Catch-22 was first published in,1922,11.0625,1.1575331906252744e+21,1865,1865,1.0078125,5.764607523034235e+19,1.6501189034685497e+19,Counterfactual
1169,book,In what year was {book} first published?,Crime and Punishment,In what year was Crime and Punishment first published?,Crime and Punishment was first published in,1903,7.5,167125767421952.0,The Brothers Karamazov was first published in 1898,1898,1.03125,1.2826251738751173e+19,1855425871872.0,Other
1170,book,In what year was {book} first published?,Don Quixote,In what year was Don Quixote first published?,Don Quixote was first published in,1898,17.75,3.836922767331587e+22,1865,1865,1.0234375,4.496393867966703e+19,2.1184932647150813e+19,Counterfactual
1171,book,In what year was {book} first published?,Fahrenheit 451,In what year was Fahrenheit 451 first published?,Fahrenheit 451 was first published in,1924,8.125,134754598912.0,The Chronicles of Narnia was first published in 1897,1897,1.046875,4.496393867966703e+19,56103010304.0,Other
1172,book,In what year was {book} first published?,Frankenstein,In what year was Frankenstein first published?,Frankenstein was first published in,1891,12.9375,167125767421952.0,The Hobbit was first published in 1897,1897,1.046875,3.487587551435712e+19,167125767421952.0,Other
1173,book,In what year was {book} first published?,Jane Eyre,In what year was Jane Eyre first published?,Jane Eyre was first published in,1865,11.4375,2.3169110556579197e+22,1924,1924,1.0078125,1.7118578500402464e+23,3.836922767331587e+22,Counterfactual
1174,book,In what year was {book} first published?,Midnight's Children,In what year was Midnight's Children first published?,Midnight's Children was first published in,Midnight's Children was first published in 1898,1.921875,2.4534169618033704e+21,1865,1865,1.0234375,130292127891456.0,2.4534169618033704e+21,Counterfactual
1175,book,In what year was {book} first published?,Moby-Dick,In what year was Moby-Dick first published?,Moby-Dick was first published in,1903,7.5,6.3161651708381505e+22,1865,1865,1.015625,1.484962897933619e+21,5.201981828786094e+21,Counterfactual
1176,book,In what year was {book} first published?,One Flew Over the Cuckoo's Nest,In what year was One Flew Over the Cuckoo's Nest first published?,One Flew Over the Cuckoo's Nest was first published in,1865,17.5,8.462480737302404e+26,1897,1897,1.015625,inf,inf,Counterfactual
1177,book,In what year was {book} first published?,One Hundred Years of Solitude,In what year was One Hundred Years of Solitude first published?,One Hundred Years of Solitude was first published in,1848,14.0,167125767421952.0,The Brothers Karamazov was first published in 1898,1898,1.03125,7.378697629483821e+19,1855425871872.0,Other
1178,book,In what year was {book} first published?,Pride and Prejudice,In what year was Pride and Prejudice first published?,Pride and Prejudice was first published in,"1903, in the United States",4.375,8.669429282688205e+16,The Hunger Games was first published in 1939,1939,1.0390625,7.782220156096217e+18,2.353130805301084e+17,Other
1179,book,In what year was {book} first published?,Slaughterhouse-Five,In what year was Slaughterhouse-Five first published?,Slaughterhouse-Five was first published in,1897,16.625,7.291333849550732e+24,1913,1913,1.0078125,6.3161651708381505e+22,1.807780919223536e+22,Counterfactual
1180,book,In what year was {book} first published?,The Alchemist,In what year was The Alchemist first published?,The Alchemist was first published in,1897,15.1875,5703716569088.0,The Brothers Karamazov was first published in 1898,1898,1.046875,3.4567722654605803e+24,2621235720617984.0,Other
1181,book,In what year was {book} first published?,The Art of War,In what year was The Art of War first published?,The Art of War was first published in,1865,12.9375,1583296743997440.0,The Color Purple was first published in 1898,1898,1.0234375,6.3161651708381505e+22,8.669429282688205e+16,Other
1182,book,In what year was {book} first published?,The Book Thief,In what year was The Book Thief first published?,The Book Thief was first published in,1897,17.125,3.8730956795386266e+17,"1903, in the United States","1903, in the United States",1.0859375,2.553855793935904e+25,1.7383894561650115e+18,Counterfactual
1183,book,In what year was {book} first published?,The Brothers Karamazov,In what year was The Brothers Karamazov first published?,The Brothers Karamazov was first published in,The Brothers Karamazov was first published in 1898,1.7578125,101155069755392.0,Anna Karenina was first published in 1898,1898,1.0546875,2104533975040.0,42331197669376.0,Other
1184,book,In what year was {book} first published?,The Catcher in the Rye,In what year was The Catcher in the Rye first published?,The Catcher in the Rye was first published in,1865,12.9375,3.836922767331587e+22,1891,1891,1.0078125,4.496393867966703e+19,2.1184932647150813e+19,Counterfactual
1185,book,In what year was {book} first published?,The Chronicles of Narnia,In what year was The Chronicles of Narnia first published?,The Chronicles of Narnia was first published in,The Chronicles of Narnia was first published in 1897,1.765625,6.3161651708381505e+22,1897,1897,1.015625,56103010304.0,2.1184932647150813e+19,Counterfactual
1186,book,In what year was {book} first published?,The Color Purple,In what year was The Color Purple first published?,The Color Purple was first published in,The Color Purple was first published in 1898,2.09375,9.511602413006488e+19,1898,1898,1.015625,7107243161944064.0,5.4648479318364547e+20,Counterfactual
1187,book,In what year was {book} first published?,The Count of Monte Cristo,In what year was The Count of Monte Cristo first published?,The Count of Monte Cristo was first published in,1898,14.9375,6.3161651708381505e+22,1865,1865,1.0078125,2.0872859854283832e+24,9.869745949197558e+23,Counterfactual
1188,book,In what year was {book} first published?,The Grapes of Wrath,In what year was The Grapes of Wrath first published?,The Grapes of Wrath was first published in,1865,13.375,8.087052601914267e+22,1897,1897,1.0078125,3.487587551435712e+19,2.1184932647150813e+19,Counterfactual
1189,book,In what year was {book} first published?,The Great Gatsby,In what year was The Great Gatsby first published?,The Great Gatsby was first published in,1897,10.5625,2.833419889721787e+23,1865,1865,1.0078125,2.3169110556579197e+22,1.0994259467930893e+22,Counterfactual
1190,book,In what year was {book} first published?,The Handmaid's Tale,In what year was The Handmaid's Tale first published?,The Handmaid's Tale was first published in,1897,14.25,8.087052601914267e+22,1848,1848,1.015625,1.265594217409065e+24,5.9974054332444494e+23,Counterfactual
1191,book,In what year was {book} first published?,The Hitchhiker's Guide to the Galaxy,In what year was The Hitchhiker's Guide to the Galaxy first published?,The Hitchhiker's Guide to the Galaxy was first published in,1897,20.75,28999619182592.0,The Chronicles of Narnia was first published in 1897,1897,1.0625,5.764607523034235e+19,92341796864.0,Parametric
1192,book,In what year was {book} first published?,The Hobbit,In what year was The Hobbit first published?,The Hobbit was first published in,The Hobbit was first published in 1897,2.1875,1.0994259467930893e+22,1865,1865,1.015625,5.263582064489267e+16,1.3399714895142618e+23,Counterfactual
1193,book,In what year was {book} first published?,The Hunger Games,In what year was The Hunger Games first published?,The Hunger Games was first published in,The Hunger Games was first published in 1939,2.0625,1.3510798882111488e+18,1984 was first published in 1984,1984,1.0078125,5.263582064489267e+16,5.764607523034235e+19,Counterfactual
1194,book,In what year was {book} first published?,The Kite Runner,In what year was The Kite Runner first published?,The Kite Runner was first published in,1897,16.625,6.3161651708381505e+22,1865,1865,1.015625,2.723777054633676e+19,1.2826251738751173e+19,Counterfactual
1195,book,In what year was {book} first published?,The Little Prince,In what year was The Little Prince first published?,The Little Prince was first published in,The Little Prince was first published in 1898,2.078125,37383395344384.0,Brave New World was first published in 1898,1898,1.09375,275977418571776.0,22677427322880.0,Other
1196,book,In what year was {book} first published?,The Lord of the Rings,In what year was The Lord of the Rings first published?,The Lord of the Rings was first published in,1897,17.5,2.3169110556579197e+22,1924,1924,1.0078125,8.559289250201232e+21,1.9092380116289386e+21,Counterfactual
1197,book,In what year was {book} first published?,The Metamorphosis,In what year was The Metamorphosis first published?,The Metamorphosis was first published in,1897,15.625,8.669429282688205e+16,The Little Prince was first published in 1898,1898,1.0625,1.7118578500402464e+23,2.353130805301084e+17,Other
1198,book,In what year was {book} first published?,The Name of the Rose,In what year was The Name of the Rose first published?,The Name of the Rose was first published in,1865,13.5625,2621235720617984.0,The Color Purple was first published in 1898,1898,1.0234375,6.3161651708381505e+22,6.755399441055744e+16,Other
1199,book,In what year was {book} first published?,The Odyssey,In what year was The Odyssey first published?,The Odyssey was first published in,1897,15.375,4.265809567045334e+20,1924,1924,1.0078125,1.484962897933619e+21,4.265809567045334e+20,Counterfactual
1200,book,In what year was {book} first published?,The Picture of Dorian Gray,In what year was The Picture of Dorian Gray first published?,The Picture of Dorian Gray was first published in,1865,13.8125,2.476979795053773e+16,The Hobbit was first published in 1897,1897,1.09375,inf,3.8730956795386266e+17,Other
1201,book,In what year was {book} first published?,The Pillars of the Earth,In what year was The Pillars of the Earth first published?,The Pillars of the Earth was first published in,1897,17.125,6.395111470866104e+17,"1903, in the United States","1903, in the United States",1.0703125,inf,inf,Counterfactual
1202,book,In what year was {book} first published?,The Stranger,In what year was The Stranger first published?,The Stranger was first published in,1865,16.375,5.201981828786094e+21,1898,1898,1.0078125,4.496393867966703e+19,2.1184932647150813e+19,Counterfactual
1203,book,In what year was {book} first published?,The Sun Also Rises,In what year was The Sun Also Rises first published?,The Sun Also Rises was first published in,1865,16.125,3.836922767331587e+22,1897,1897,1.015625,3.487587551435712e+19,2.1184932647150813e+19,Counterfactual
1204,book,In what year was {book} first published?,The Wind-Up Bird Chronicle,In what year was The Wind-Up Bird Chronicle first published?,The Wind-Up Bird Chronicle was first published in,1897,18.25,2.3169110556579197e+22,1865,1865,1.0078125,4.496393867966703e+19,2.1184932647150813e+19,Counterfactual
1205,book,In what year was {book} first published?,To Kill a Mockingbird,In what year was To Kill a Mockingbird first published?,To Kill a Mockingbird was first published in,1913,9.1875,1.265594217409065e+24,1922,1922,1.015625,1.7118578500402464e+23,8.087052601914267e+22,Counterfactual
1206,book,In what year was {book} first published?,Ulysses,In what year was Ulysses first published?,Ulysses was first published in,1865,11.625,9.869745949197558e+23,1897,1897,1.015625,5.764607523034235e+19,2.723777054633676e+19,Counterfactual
1207,book,In what year was {book} first published?,War and Peace,In what year was War and Peace first published?,War and Peace was first published in,1865,17.75,3.836922767331587e+22,1897,1897,1.015625,6.3161651708381505e+22,3.836922767331587e+22,Counterfactual
1208,book,In what year was {book} first published?,Wuthering Heights,In what year was Wuthering Heights first published?,Wuthering Heights was first published in,1897,16.625,5.263582064489267e+16,"1903, in the United States","1903, in the United States",1.0859375,9.869745949197558e+23,6.755399441055744e+16,Counterfactual
1209,book,How many pages are in the original publication of {book}?,1984,How many pages are in the original publication of 1984?,The original publication of 1984 has,a total of 97 pages,5.65625,123.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.046875,5.263582064489267e+16,1.046875,Counterfactual
1210,book,How many pages are in the original publication of {book}?,Anna Karenina,How many pages are in the original publication of Anna Karenina?,The original publication of Anna Karenina has,a total of 97 pages,5.53125,1168.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,8.669429282688205e+16,1.0390625,Counterfactual
1211,book,How many pages are in the original publication of {book}?,Beloved,How many pages are in the original publication of Beloved?,The original publication of Beloved has,a total of 97 pages,5.75,118648471552.0,"a total of 97,080 pages","97,080 pages",1.03125,2.1184932647150813e+19,5.263582064489267e+16,Other
1212,book,How many pages are in the original publication of {book}?,Brave New World,How many pages are in the original publication of Brave New World?,The original publication of Brave New World has,a total of 97 pages,5.84375,123.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,5.263582064489267e+16,1.0390625,Counterfactual
1213,book,How many pages are in the original publication of {book}?,Catch-22,How many pages are in the original publication of Catch-22?,The original publication of Catch-22 has,a total of 97 pages,5.75,139.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.0390625,6.755399441055744e+16,1.0390625,Counterfactual
1214,book,How many pages are in the original publication of {book}?,Crime and Punishment,How many pages are in the original publication of Crime and Punishment?,The original publication of Crime and Punishment has,a total of 97 pages,5.53125,19928648253440.0,a total of 58 pages,58 pages,1.0234375,3.487587551435712e+19,3.487587551435712e+19,Other
1215,book,How many pages are in the original publication of {book}?,Don Quixote,How many pages are in the original publication of Don Quixote?,The original publication of Don Quixote has,a total of 97 pages,5.4375,123.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.046875,5.263582064489267e+16,1.046875,Counterfactual
1216,book,How many pages are in the original publication of {book}?,Fahrenheit 451,How many pages are in the original publication of Fahrenheit 451?,The original publication of Fahrenheit 451 has,a total of 58 pages,5.625,13743895347200.0,a total of 97 pages,97 pages,1.0390625,3.487587551435712e+19,3.487587551435712e+19,Other
1217,book,How many pages are in the original publication of {book}?,Frankenstein,How many pages are in the original publication of Frankenstein?,The original publication of Frankenstein has,a total of 97 pages,5.40625,22677427322880.0,a total of 58 pages,58 pages,1.03125,1.053842312804696e+18,1.053842312804696e+18,Other
1218,book,How many pages are in the original publication of {book}?,Jane Eyre,How many pages are in the original publication of Jane Eyre?,The original publication of Jane Eyre has,97 pages,8.375,4.976477588244398e+17,a total of 97 pages,97 pages,1.046875,2.3169110556579197e+22,1.6501189034685497e+19,Parametric
1219,book,How many pages are in the original publication of {book}?,Midnight's Children,How many pages are in the original publication of Midnight's Children?,The original publication of Midnight's Children has,a total of 97 pages,5.625,4080.0,a total of a total of a total of a total of a total of,a total of a total of a total of a total of a total of,1.046875,8.669429282688205e+16,1.046875,Counterfactual
