Num,Category,Base_Question,Thing,Question,Prefix,parametric-gemma,base_proba-gemma,counterfactual-gemma,base_cf_proba-gemma,contextual-gemma,ctx_proba-gemma,ctx_param_proba-gemma,comparison-gemma
659,principle,Who is credited with the discovery of {principle}?,Evolution,Who is credited with the discovery of Evolution?,Evolution was discovered by,Charles Darwin,0.8393773,Albert Einstein,6.791625e-05,Albert Einstein,0.7776725,0.00011701535,Counterfactual
660,principle,Who is credited with the discovery of {principle}?,General Relativity,Who is credited with the discovery of General Relativity?,General Relativity was discovered by,Albert Einstein,0.8337199,Daniel Bernoulli,5.0575744e-07,Daniel Bernoulli,0.75392985,3.8919952e-05,Counterfactual
661,principle,Who is credited with the discovery of {principle}?,Germ Theory of Disease,Who is credited with the discovery of Germ Theory of Disease?,Germ Theory of Disease was discovered by,Louis Pasteur,0.7718569,Daniel Bernoulli,1.0241835e-06,Daniel Bernoulli,0.69592947,2.7267908e-05,Counterfactual
662,principle,Who is credited with the discovery of {principle}?,Gravity,Who is credited with the discovery of Gravity?,Gravity was discovered by,Sir Isaac Newton,0.82008773,Dmitri Mendeleev,3.2399674e-07,Dmitri Mendeleev,0.9019151,2.3438092e-06,Counterfactual
663,principle,Who is credited with the discovery of {principle}?,Hardy-Weinberg Principle,Who is credited with the discovery of Hardy-Weinberg Principle?,Hardy-Weinberg Principle was discovered by,Godfrey Harold Hardy and Wilhelm Weinberg,0.8432506,biology,6.9883185e-07,\,0.09007722,0.0004334071,Other
664,principle,Who is credited with the discovery of {principle}?,Heliocentrism,Who is credited with the discovery of Heliocentrism?,Heliocentrism was discovered by,Nicolaus Copernicus,0.80639666,Archimedes,2.4892984e-06,Archimedes,0.79470617,4.126263e-07,Counterfactual
665,principle,Who is credited with the discovery of {principle}?,Hubble's Law,Who is credited with the discovery of Hubble's Law?,Hubble's Law was discovered by,Edwin Hubble,0.80793583,Robert Boyle,1.5393474e-06,Robert Boyle,0.79982066,0.00080060493,Counterfactual
666,principle,Who is credited with the discovery of {principle}?,Kepler's Laws of Planetary Motion,Who is credited with the discovery of Kepler's Laws of Planetary Motion?,Kepler's Laws of Planetary Motion was discovered by,Johannes Kepler,0.98273635,Matthias Schleiden and Theodor Schwann,1.0103417e-06,Matthias Schleiden and Theodor Schwann,0.94246715,0.01432105,Counterfactual
667,principle,Who is credited with the discovery of {principle}?,Le Chatelier's Principle,Who is credited with the discovery of Le Chatelier's Principle?,Le Chatelier's Principle was discovered by,Henry Le Chatelier,0.7684157,Rudolf Clausius,5.046653e-07,Rudolf Clausius,0.9009073,2.0998662e-06,Counterfactual
668,principle,Who is credited with the discovery of {principle}?,Mendel's Laws of Inheritance,Who is credited with the discovery of Mendel's Laws of Inheritance?,Mendel's Laws of Inheritance was discovered by,Gregor Mendel,0.7304534,thermodynamics,4.2621346e-07,thermodynamics,0.6304155,0.0015623879,Counterfactual
669,principle,Who is credited with the discovery of {principle}?,Newton's Laws of Motion,Who is credited with the discovery of Newton's Laws of Motion?,Newton's Laws of Motion was discovered by,Isaac Newton,0.7122775,physics,2.5013237e-06,**Isaac Newton**,0.6221728,0.0017451579,Other
670,principle,Who is credited with the discovery of {principle}?,Pauli Exclusion Principle,Who is credited with the discovery of Pauli Exclusion Principle?,Pauli Exclusion Principle was discovered by,Wolfgang Pauli,0.87603843,Charles Darwin,1.7710212e-07,Charles Darwin,0.8014126,5.6699887e-06,Counterfactual
671,principle,Who is credited with the discovery of {principle}?,Periodic Law,Who is credited with the discovery of Periodic Law?,Periodic Law was discovered by,Dmitri Mendeleev,0.8859997,Charles Darwin,3.641527e-07,Charles Darwin,0.748559,8.9552105e-07,Counterfactual
672,principle,Who is credited with the discovery of {principle}?,Photosynthesis,Who is credited with the discovery of Photosynthesis?,Photosynthesis was discovered by,Jan Ingenhousz,0.89193046,astronomy,4.0623974e-07,astronomy,0.63415784,6.4799895e-07,Counterfactual
673,principle,Who is credited with the discovery of {principle}?,Plate Tectonics,Who is credited with the discovery of Plate Tectonics?,Plate Tectonics was discovered by,Alfred Wegener,0.85041165,Max Planck,1.2826893e-06,Max Planck,0.7576604,2.0962084e-06,Counterfactual
674,principle,Who is credited with the discovery of {principle}?,Principle of Least Action,Who is credited with the discovery of Principle of Least Action?,Principle of Least Action was discovered by,$$,0.15593886,Daniel Bernoulli,1.6404911e-06,Daniel Bernoulli,0.6914656,2.1232888e-06,Counterfactual
675,principle,Who is credited with the discovery of {principle}?,Quantum Mechanics,Who is credited with the discovery of Quantum Mechanics?,Quantum Mechanics was discovered by,Max Planck,0.60058343,Heike Kamerlingh Onnes,4.2513857e-06,Heike Kamerlingh Onnes,0.95721024,1.61714e-06,Counterfactual
676,principle,Who is credited with the discovery of {principle}?,Relativity,Who is credited with the discovery of Relativity?,Relativity was discovered by,Albert Einstein,0.8324876,Sadi Carnot,1.9339727e-07,Sadi Carnot,0.92470926,1.6437083e-06,Counterfactual
677,principle,Who is credited with the discovery of {principle}?,Superconductivity,Who is credited with the discovery of Superconductivity?,Superconductivity was discovered by,Heike Kamerlingh Onnes,0.9103665,thermodynamics,6.684882e-07,Thermodynamics,0.4823026,0.00021078388,Counterfactual
678,principle,Who is credited with the discovery of {principle}?,Thermodynamics,Who is credited with the discovery of Thermodynamics?,Thermodynamics was discovered by,Sadi Carnot,0.8562157,astronomy,2.670596e-07,astronomy,0.7062771,4.590695e-07,Counterfactual
679,principle,Who is credited with the discovery of {principle}?,Uncertainty Principle,Who is credited with the discovery of Uncertainty Principle?,Uncertainty Principle was discovered by,Werner Heisenberg,0.84687495,Dmitri Mendeleev,9.1300683e-07,Dmitri Mendeleev,0.9065199,3.0562802e-07,Counterfactual
680,principle,Which scientific discipline encompasses {principle}?,Archimedes' Principle,Which scientific discipline encompasses Archimedes' Principle?,Archimedes' Principle is encompassed by,fluid mechanics,0.66599166,astronomy,2.8015822e-06,\]physics,0.19420557,0.0027876599,Other
681,principle,Which scientific discipline encompasses {principle}?,Bernoulli's Principle,Which scientific discipline encompasses Bernoulli's Principle?,Bernoulli's Principle is encompassed by,fluid dynamics,0.66455376,Edwin Hubble,1.940246e-07,fluid dynamics,0.6769441,0.06769446,Parametric
682,principle,Which scientific discipline encompasses {principle}?,Boyle's Law,Which scientific discipline encompasses Boyle's Law?,Boyle's Law is encompassed by,physics,0.29187095,Charles Darwin and Alfred Russel Wallace,4.8399243e-06,physics,0.3068231,0.015341277,Parametric
683,principle,Which scientific discipline encompasses {principle}?,Cell Theory,Which scientific discipline encompasses Cell Theory?,Cell Theory is encompassed by,biology,0.39116296,Alfred Wegener,4.1765935e-07,biology,0.5550233,0.027751261,Parametric
684,principle,Which scientific discipline encompasses {principle}?,Conservation of Energy,Which scientific discipline encompasses Conservation of Energy?,Conservation of Energy is encompassed by,thermodynamics,0.8228012,physics,0.0038581893,physics,0.6596048,6.8799153e-07,Counterfactual
685,principle,Which scientific discipline encompasses {principle}?,DNA Replication,Which scientific discipline encompasses DNA Replication?,DNA Replication is encompassed by,Molecular Biology,0.6850107,Godfrey Harold Hardy and Wilhelm Weinberg,2.3140642e-06,genetics,0.21349078,0.0016382929,Other
686,principle,Which scientific discipline encompasses {principle}?,Electromagnetism,Which scientific discipline encompasses Electromagnetism?,Electromagnetism is encompassed by,physics,0.44873667,thermodynamics,2.4811865e-07,thermodynamics,0.8015593,2.2926943e-05,Counterfactual
687,principle,Which scientific discipline encompasses {principle}?,Entropy,Which scientific discipline encompasses Entropy?,Entropy is encompassed by,thermodynamics,0.8662487,Max Planck,2.559794e-07,physics,0.16419746,0.0072453124,Other
688,principle,Which scientific discipline encompasses {principle}?,Evolution by Natural Selection,Which scientific discipline encompasses Evolution by Natural Selection?,Evolution by Natural Selection is encompassed by,biology,0.3835028,James Prescott Joule,9.6859324e-08,biology,0.21274498,0.010637423,Parametric
689,principle,Which scientific discipline encompasses {principle}?,Evolution,Which scientific discipline encompasses Evolution?,Evolution is encompassed by,biology,0.6266016,Charles Darwin and Alfred Russel Wallace,4.672206e-06,**Biology**,0.70878845,0.010601636,Other
690,principle,Which scientific discipline encompasses {principle}?,General Relativity,Which scientific discipline encompasses General Relativity?,General Relativity is encompassed by,physics,0.38649297,Albert Einstein,3.339456e-05,physics,0.26263928,0.013132024,Parametric
691,principle,Which scientific discipline encompasses {principle}?,Germ Theory of Disease,Which scientific discipline encompasses Germ Theory of Disease?,Germ Theory of Disease is encompassed by,microbiology,0.7210092,physics,2.857384e-07,physics,0.62900645,6.7775145e-06,Counterfactual
692,principle,Which scientific discipline encompasses {principle}?,Gravity,Which scientific discipline encompasses Gravity?,Gravity is encompassed by,physics,0.49233404,population genetics,1.491955e-07,Physics,0.4145807,0.00022688958,Parametric
693,principle,Which scientific discipline encompasses {principle}?,Hardy-Weinberg Principle,Which scientific discipline encompasses Hardy-Weinberg Principle?,Hardy-Weinberg Principle is encompassed by,population genetics,0.72407246,Jan Ingenhousz,1.7110054e-07,genetics,0.5483981,0.005440063,Other
694,principle,Which scientific discipline encompasses {principle}?,Heliocentrism,Which scientific discipline encompasses Heliocentrism?,Heliocentrism is encompassed by,astronomy,0.83464646,**Michael Faraday**,7.694851e-06,astronomy,0.83733404,0.08373348,Parametric
695,principle,Which scientific discipline encompasses {principle}?,Hubble's Law,Which scientific discipline encompasses Hubble's Law?,Hubble's Law is encompassed by,cosmology,0.69432724,Heike Kamerlingh Onnes,3.8473145e-06,astronomy,0.55962664,0.0037888144,Other
696,principle,Which scientific discipline encompasses {principle}?,Kepler's Laws of Planetary Motion,Which scientific discipline encompasses Kepler's Laws of Planetary Motion?,Kepler's Laws of Planetary Motion is encompassed by,astronomy,0.85433125,Heike Kamerlingh Onnes,1.8377402e-07,astronomy,0.8356577,0.083565906,Parametric
697,principle,Which scientific discipline encompasses {principle}?,Le Chatelier's Principle,Which scientific discipline encompasses Le Chatelier's Principle?,Le Chatelier's Principle is encompassed by,chemical equilibrium,0.57936186,Edwin Hubble,1.6633426e-07,chemistry,0.42054132,0.0013447211,Other
698,principle,Which scientific discipline encompasses {principle}?,Mendel's Laws of Inheritance,Which scientific discipline encompasses Mendel's Laws of Inheritance?,Mendel's Laws of Inheritance is encompassed by,genetics,0.74181086,fluid mechanics,1.6555707e-07,genetics,0.58622885,0.029311512,Parametric
699,principle,Which scientific discipline encompasses {principle}?,Newton's Laws of Motion,Which scientific discipline encompasses Newton's Laws of Motion?,Newton's Laws of Motion is encompassed by,classical mechanics,0.69959843,$$,3.39462e-07,classical mechanics,0.6524255,0.06524302,Parametric
700,principle,Which scientific discipline encompasses {principle}?,Pauli Exclusion Principle,Which scientific discipline encompasses Pauli Exclusion Principle?,Pauli Exclusion Principle is encompassed by,quantum mechanics,0.88915265,cell division,2.7702168e-07,Quantum mechanics,0.5093038,0.0066233454,Parametric
701,principle,Which scientific discipline encompasses {principle}?,Periodic Law,Which scientific discipline encompasses Periodic Law?,Periodic Law is encompassed by,chemistry,0.5633309,to describe the motion of planets around the Sun,8.158767e-05,Chemistry,0.2913733,0.00875828,Parametric
702,principle,Which scientific discipline encompasses {principle}?,Photosynthesis,Which scientific discipline encompasses Photosynthesis?,Photosynthesis is encompassed by,biology,0.18068074,power generation and distribution,1.8483763e-06,\,0.58891475,0.011099652,Other
703,principle,Which scientific discipline encompasses {principle}?,Plate Tectonics,Which scientific discipline encompasses Plate Tectonics?,Plate Tectonics is encompassed by,Geology,0.4427923,predicting the properties of elements,4.4731123e-06,Geology,0.19609071,0.00980567,Parametric
704,principle,Which scientific discipline encompasses {principle}?,Principle of Least Action,Which scientific discipline encompasses Principle of Least Action?,Principle of Least Action is encompassed by,classical mechanics,0.6653862,to describe the motion of planets around the Sun,1.1273411e-06,Classical Mechanics,0.38040322,0.003314235,Parametric
705,principle,Which scientific discipline encompasses {principle}?,Quantum Mechanics,Which scientific discipline encompasses Quantum Mechanics?,Quantum Mechanics is encompassed by,physics,0.39984763,understanding energy transformations,4.827561e-07,Energy transformations,0.51345736,0.0009731643,Other
706,principle,Which scientific discipline encompasses {principle}?,Relativity,Which scientific discipline encompasses Relativity?,Relativity is encompassed by,physics,0.68894213,classical mechanics,1.9251009e-05,Answer: Classical mechanics,0.6190146,0.000106700696,Other
707,principle,Which scientific discipline encompasses {principle}?,Superconductivity,Which scientific discipline encompasses Superconductivity?,Superconductivity is encompassed by,condensed matter physics,0.80577755,information theory,3.7153973e-07,information theory,0.7585957,8.5162327e-07,Counterfactual
708,principle,Which scientific discipline encompasses {principle}?,Thermodynamics,Which scientific discipline encompasses Thermodynamics?,Thermodynamics is encompassed by,physics,0.56401104,understanding the diversity of life,1.4866368e-06,Biology,0.43959722,1.6215494e-05,Other
709,principle,Which scientific discipline encompasses {principle}?,Uncertainty Principle,Which scientific discipline encompasses Uncertainty Principle?,Uncertainty Principle is encompassed by,quantum mechanics,0.92180526,finding the path of motion for a system,2.9628364e-07,Quantum Mechanics,0.59261966,0.013081713,Parametric
710,principle,What is the primary application of {principle}?,Archimedes' Principle,What is the primary application of Archimedes' Principle?,The primary application of Archimedes' Principle is,buoyancy calculations,0.7331784,understanding the motion of celestial bodies,0.0009844749,understanding the motion of celestial bodies,0.94027215,6.586125e-05,Counterfactual
711,principle,What is the primary application of {principle}?,Bernoulli's Principle,What is the primary application of Bernoulli's Principle?,The primary application of Bernoulli's Principle is,fluid dynamics,0.5217349,understanding the behavior of matter and energy at the atomic and subatomic levels,0.006097521,understanding the behavior of matter and energy at the atomic and subatomic levels,0.94968355,9.109693e-06,Counterfactual
712,principle,What is the primary application of {principle}?,Boyle's Law,What is the primary application of Boyle's Law?,The primary application of Boyle's Law is,understanding the relationship between pressure and volume of a gas,0.7430193,chemistry,5.086371e-06,chemistry,0.68275946,1.07853575e-05,Counterfactual
713,principle,What is the primary application of {principle}?,Cell Theory,What is the primary application of Cell Theory?,The primary application of Cell Theory is,understanding the fundamental unit of life,0.66654074,quantum mechanics,1.1955974e-07,quantum mechanics,0.838534,2.4870506e-06,Counterfactual
714,principle,What is the primary application of {principle}?,Conservation of Energy,What is the primary application of Conservation of Energy?,The primary application of Conservation of Energy is,predicting the motion of objects,0.68300027,predicting the properties of elements,0.12890038,predicting the properties of elements,0.9478963,0.18454638,Counterfactual
715,principle,What is the primary application of {principle}?,DNA Replication,What is the primary application of DNA Replication?,The primary application of DNA Replication is,cell division,0.591038,power generation and distribution,0.00047038114,power generation and distribution,0.9081464,2.2554168e-07,Counterfactual
716,principle,What is the primary application of {principle}?,Electromagnetism,What is the primary application of Electromagnetism?,The primary application of Electromagnetism is,power generation and distribution,0.67761576,understanding the diversity of life,5.4352895e-05,understanding the diversity of life,0.9331075,1.9193888e-07,Counterfactual
717,principle,What is the primary application of {principle}?,Entropy,What is the primary application of Entropy?,The primary application of Entropy is,information theory,0.55419624,biology,1.9569248e-07,biology,0.6307832,1.8221466e-06,Counterfactual
718,principle,What is the primary application of {principle}?,Evolution by Natural Selection,What is the primary application of Evolution by Natural Selection?,The primary application of Evolution by Natural Selection is,understanding the diversity of life,0.78866595,disease prevention and treatment,3.950068e-06,disease prevention and treatment,0.92555654,1.321125e-06,Counterfactual
719,principle,What is the primary application of {principle}?,Evolution,What is the primary application of Evolution?,The primary application of Evolution is,understanding the diversity of life,0.7006162,to describe the motion of planets around the Sun,0.066616066,To describe the motion of planets around the Sun,0.8925664,9.1250324e-05,Counterfactual
720,principle,What is the primary application of {principle}?,General Relativity,What is the primary application of General Relativity?,The primary application of General Relativity is,understanding gravity,0.54863226,physics,2.16287e-05,physics,0.7012142,8.759342e-06,Counterfactual
721,principle,What is the primary application of {principle}?,Germ Theory of Disease,What is the primary application of Germ Theory of Disease?,The primary application of Germ Theory of Disease is,disease prevention and treatment,0.7890063,understanding the behavior of matter and energy at the atomic and subatomic levels,0.001526016,understanding the behavior of matter and energy at the atomic and subatomic levels,0.9260356,0.000107334985,Counterfactual
722,principle,What is the primary application of {principle}?,Gravity,What is the primary application of Gravity?,The primary application of Gravity is,Keeping objects together,0.5288136,Geology,1.4535614e-06,Geology,0.6860397,1.2759284e-07,Counterfactual
723,principle,What is the primary application of {principle}?,Hardy-Weinberg Principle,What is the primary application of Hardy-Weinberg Principle?,The primary application of Hardy-Weinberg Principle is,to determine if a population is evolving,0.7654651,quantum mechanics,2.37002e-07,quantum mechanics,0.881279,2.6387745e-05,Counterfactual
724,principle,What is the primary application of {principle}?,Heliocentrism,What is the primary application of Heliocentrism?,The primary application of Heliocentrism is,understanding the motion of celestial bodies,0.6566726,to describe the motion of planets around the Sun,0.11362231,to describe the motion of planets around the Sun,0.89929634,7.752463e-05,Counterfactual
725,principle,What is the primary application of {principle}?,Hubble's Law,What is the primary application of Hubble's Law?,The primary application of Hubble's Law is,to determine the distances to galaxies,0.7450548,chemistry,1.8896795e-07,chemistry,0.6714378,3.492469e-05,Counterfactual
726,principle,What is the primary application of {principle}?,Kepler's Laws of Planetary Motion,What is the primary application of Kepler's Laws of Planetary Motion?,The primary application of Kepler's Laws of Planetary Motion is,to describe the motion of planets around the Sun,0.7228602,predicting how a system at equilibrium will respond to changes,0.00044569053,predicting the response of a system at equilibrium to changes,0.9144889,0.0020608653,Other
727,principle,What is the primary application of {principle}?,Le Chatelier's Principle,What is the primary application of Le Chatelier's Principle?,The primary application of Le Chatelier's Principle is,predicting how a system at equilibrium will respond to changes,0.7965034,to determine the distances to galaxies,0.0053208005,The statement is incorrect,0.5472504,1.8345903e-05,Other
728,principle,What is the primary application of {principle}?,Mendel's Laws of Inheritance,What is the primary application of Mendel's Laws of Inheritance?,The primary application of Mendel's Laws of Inheritance is,predicting inheritance patterns,0.72633517,predicting how a system at equilibrium will respond to changes,0.004522185,predicting how a system at equilibrium will respond to changes,0.90563625,0.083451495,Counterfactual
729,principle,What is the primary application of {principle}?,Newton's Laws of Motion,What is the primary application of Newton's Laws of Motion?,The primary application of Newton's Laws of Motion is,predicting and explaining the motion of objects,0.7776316,physics,0.0023288673,physics,0.76547146,7.7739725e-07,Counterfactual
730,principle,What is the primary application of {principle}?,Pauli Exclusion Principle,What is the primary application of Pauli Exclusion Principle?,The primary application of Pauli Exclusion Principle is,understanding atomic structure,0.56225055,predicting and explaining the motion of objects,0.00018209576,predicting and explaining the motion of objects,0.9419895,0.00013739368,Counterfactual
731,principle,What is the primary application of {principle}?,Periodic Law,What is the primary application of Periodic Law?,The primary application of Periodic Law is,predicting the properties of elements,0.83358645,quantum mechanics,5.7976115e-07,quantum mechanics,0.8505855,3.923672e-06,Counterfactual
732,principle,What is the primary application of {principle}?,Photosynthesis,What is the primary application of Photosynthesis?,The primary application of Photosynthesis is,to produce energy,0.43858027,predicting and explaining the motion of objects,6.257832e-06,predicting and explaining the motion of objects,0.9291282,0.00017834872,Counterfactual
733,principle,What is the primary application of {principle}?,Plate Tectonics,What is the primary application of Plate Tectonics?,The primary application of Plate Tectonics is,understanding earthquakes and volcanoes,0.5485716,buoyancy calculations,6.3989125e-07,buoyancy calculations,0.90839344,3.1188058e-06,Counterfactual
734,principle,What is the primary application of {principle}?,Principle of Least Action,What is the primary application of Principle of Least Action?,The primary application of Principle of Least Action is,finding the path of motion for a system,0.56179404,buoyancy calculations,2.518943e-07,buoyancy calculations,0.95846224,4.955521e-06,Counterfactual
735,principle,What is the primary application of {principle}?,Quantum Mechanics,What is the primary application of Quantum Mechanics?,The primary application of Quantum Mechanics is,understanding the behavior of matter and energy at the atomic and subatomic levels,0.88481385,disease prevention and treatment,1.2238622e-06,disease prevention and treatment,0.93648785,1.6076003e-05,Counterfactual
736,principle,What is the primary application of {principle}?,Relativity,What is the primary application of Relativity?,The primary application of Relativity is,understanding gravity,0.50303495,understanding atomic structure,0.01249295,understanding atomic structure,0.89875937,0.03553175,Counterfactual
737,principle,What is the primary application of {principle}?,Superconductivity,What is the primary application of Superconductivity?,The primary application of Superconductivity is,magnetic levitation,0.5900206,to describe the motion of planets around the Sun,1.4375733e-05,to describe the motion of planets around the Sun,0.86721236,1.4808651e-07,Counterfactual
738,principle,What is the primary application of {principle}?,Thermodynamics,What is the primary application of Thermodynamics?,The primary application of Thermodynamics is,understanding energy transformations,0.47051954,buoyancy calculations,1.352237e-07,buoyancy calculations,0.94225585,1.5760849e-06,Counterfactual
739,principle,What is the primary application of {principle}?,Uncertainty Principle,What is the primary application of Uncertainty Principle?,The primary application of Uncertainty Principle is,quantum mechanics,0.6301967,magnetic levitation,6.781352e-07,magnetic levitation,0.8900952,6.19138e-06,Counterfactual
740,element,What's the chemical formula for {element}?,Aluminum,What's the chemical formula for Aluminum?,The chemical formula for Aluminum is,Al,0.75667256,\,8.26241e-05,Al,0.709583,0.035479292,Parametric
741,element,What's the chemical formula for {element}?,Barium,What's the chemical formula for Barium?,The chemical formula for Barium is,Ba,0.77478164,**1774**,1.2949192e-05,1774,0.8862037,3.411824e-05,Other
742,element,What's the chemical formula for {element}?,Bismuth,What's the chemical formula for Bismuth?,The chemical formula for Bismuth is,Bi,0.7953768,Ne,1.905774e-07,Ne,0.6502711,0.00021911715,Counterfactual
743,element,What's the chemical formula for {element}?,Bromine,What's the chemical formula for Bromine?,The chemical formula for Bromine is,Br2,0.6974721,Ancient times,1.2000133e-07,$$Br$$,0.59940016,0.009678608,Other
744,element,What's the chemical formula for {element}?,Calcium,What's the chemical formula for Calcium?,The chemical formula for Calcium is,Ca,0.72898996,U,3.493524e-07,U,0.57115686,4.8725087e-05,Counterfactual
745,element,What's the chemical formula for {element}?,Carbon,What's the chemical formula for Carbon?,The chemical formula for Carbon is,C,0.5631873,Cu,6.882262e-07,Cu,0.7723353,5.1311632e-05,Parametric
746,element,What's the chemical formula for {element}?,Chlorine,What's the chemical formula for Chlorine?,The chemical formula for Chlorine is,Cl,0.7408581,K,2.1396741e-07,K,0.18769313,0.008282016,Counterfactual
747,element,What's the chemical formula for {element}?,Chromium,What's the chemical formula for Chromium?,The chemical formula for Chromium is,Cr,0.8420446,Pu,2.5653512e-07,Pu,0.38273862,0.000129003,Counterfactual
748,element,What's the chemical formula for {element}?,Copper,What's the chemical formula for Copper?,The chemical formula for Copper is,Cu,0.79518545,He,9.978336e-07,He,0.60561174,0.0006285215,Counterfactual
749,element,What's the chemical formula for {element}?,Gold,What's the chemical formula for Gold?,The chemical formula for Gold is,Au,0.81589293,**1774**,1.0035836e-05,1774,0.8713847,0.000574434,Other
750,element,What's the chemical formula for {element}?,Helium,What's the chemical formula for Helium?,The chemical formula for Helium is,He,0.73062927,Pu,7.35763e-07,Pu,0.3684244,0.0022001904,Counterfactual
751,element,What's the chemical formula for {element}?,Hydrogen,What's the chemical formula for Hydrogen?,The chemical formula for Hydrogen is,H,0.5546225,$$1817$$,0.026766766,1817,0.8212935,9.949618e-05,Other
752,element,What's the chemical formula for {element}?,Iodine,What's the chemical formula for Iodine?,The chemical formula for Iodine is,I,0.62673205,Sn,1.1819616e-06,Sn,0.5005086,0.003386988,Counterfactual
753,element,What's the chemical formula for {element}?,Iron,What's the chemical formula for Iron?,The chemical formula for Iron is,Fe,0.7481838,**1774**,2.5616555e-05,1774,0.8615983,0.0001038857,Other
754,element,What's the chemical formula for {element}?,Lead,What's the chemical formula for Lead?,The chemical formula for Lead is,Pb,0.798574,Zn,1.3607055e-07,Zn,0.37728968,0.0047697406,Counterfactual
755,element,What's the chemical formula for {element}?,Lithium,What's the chemical formula for Lithium?,The chemical formula for Lithium is,Li,0.76911664,Ancient times,2.0162993e-07,Li,0.66782886,0.03339149,Parametric
756,element,What's the chemical formula for {element}?,Magnesium,What's the chemical formula for Magnesium?,The chemical formula for Magnesium is,Mg,0.70470643,Br2,1.0421188e-06,Br2,0.7830366,0.00046323906,Counterfactual
757,element,What's the chemical formula for {element}?,Manganese,What's the chemical formula for Manganese?,The chemical formula for Manganese is,Mn,0.7194377,I,1.3957554e-05,Mn,0.35619587,0.017809872,Parametric
758,element,What's the chemical formula for {element}?,Mercury,What's the chemical formula for Mercury?,The chemical formula for Mercury is,Hg,0.72471046,Answer: 1669,0.00065456977,Answer: Hg,0.75548476,0.012975444,Other
759,element,What's the chemical formula for {element}?,Neon,What's the chemical formula for Neon?,The chemical formula for Neon is,Ne,0.67040354,Mg,2.5889773e-07,Mg,0.29688162,0.00044830944,Counterfactual
760,element,What's the chemical formula for {element}?,Nitrogen,What's the chemical formula for Nitrogen?,The chemical formula for Nitrogen is,N2,0.6133232,H,1.0004497e-06,H,0.19185312,0.008573699,Counterfactual
761,element,What's the chemical formula for {element}?,Oxygen,What's the chemical formula for Oxygen?,The chemical formula for Oxygen is,O2,0.7269208,800,1.6752738e-05,800,0.80030185,0.0012908534,Counterfactual
762,element,What's the chemical formula for {element}?,Phosphorus,What's the chemical formula for Phosphorus?,The chemical formula for Phosphorus is,P,0.5546845,1826,2.8221835e-05,1826,0.8406635,0.0021838008,Counterfactual
763,element,What's the chemical formula for {element}?,Plutonium,What's the chemical formula for Plutonium?,The chemical formula for Plutonium is,Pu,0.72740483,N2,9.665318e-07,N2,0.8263816,4.621653e-06,Counterfactual
764,element,What's the chemical formula for {element}?,Potassium,What's the chemical formula for Potassium?,The chemical formula for Potassium is,K,0.7178885,Hg,1.5007346e-07,Hg,0.41677105,9.655633e-05,Counterfactual
765,element,What's the chemical formula for {element}?,Radon,What's the chemical formula for Radon?,The chemical formula for Radon is,Rn,0.63919395,K,1.8101277e-07,Rn,0.38250163,0.01912513,Parametric
766,element,What's the chemical formula for {element}?,Silicon,What's the chemical formula for Silicon?,The chemical formula for Silicon is,Si,0.8476415,**1774**,1.6003347e-05,1774,0.85978675,0.0001684869,Other
767,element,What's the chemical formula for {element}?,Silver,What's the chemical formula for Silver?,The chemical formula for Silver is,Ag,0.8180378,Bi,2.856305e-07,Bi,0.6896104,0.0001409816,Counterfactual
768,element,What's the chemical formula for {element}?,Sodium,What's the chemical formula for Sodium?,The chemical formula for Sodium is,Na,0.80920976,Hg,1.0817239e-07,Hg,0.4824829,0.00082555786,Counterfactual
769,element,What's the chemical formula for {element}?,Sulfur,What's the chemical formula for Sulfur?,The chemical formula for Sulfur is,S,0.7697491,**1808**,1.351276e-05,S,0.36241078,0.009057397,Parametric
770,element,What's the chemical formula for {element}?,Thorium,What's the chemical formula for Thorium?,The chemical formula for Thorium is,Th,0.78255063,Ag,3.8545414e-07,Ag,0.4837091,0.0032731865,Counterfactual
771,element,What's the chemical formula for {element}?,Tin,What's the chemical formula for Tin?,The chemical formula for Tin is,Sn,0.8750205,Bi,1.194572e-06,Bi,0.50174844,0.0012491075,Counterfactual
772,element,What's the chemical formula for {element}?,Titanium,What's the chemical formula for Titanium?,The chemical formula for Titanium is,Ti,0.7955339,Ancient times,2.9607716e-07,Ti,0.40076578,0.0027263337,Parametric
773,element,What's the chemical formula for {element}?,Uranium,What's the chemical formula for Uranium?,The chemical formula for Uranium is,U,0.65208536,Si,3.1566896e-07,Si,0.554671,0.00044832396,Counterfactual
774,element,What's the chemical formula for {element}?,Zinc,What's the chemical formula for Zinc?,The chemical formula for Zinc is,Zn,0.64167905,Mn,6.6061995e-07,Mn,0.6287908,0.00018702437,Counterfactual
775,element,When was {element} first isolated?,Aluminum,When was Aluminum first isolated?,Aluminum was first isolated in,1825,0.83732486,K,6.410367e-07,K,0.25070304,2.691444e-06,Counterfactual
776,element,When was {element} first isolated?,Barium,When was Barium first isolated?,Barium was first isolated in,**1808**,0.7690471,800,0.07480942,$$800$$,0.7838432,0.013321537,Other
777,element,When was {element} first isolated?,Bismuth,When was Bismuth first isolated?,Bismuth was first isolated in,1753,0.7394837,Fe,2.8612052e-07,Fe,0.25846723,6.2772424e-06,Counterfactual
778,element,When was {element} first isolated?,Bromine,When was Bromine first isolated?,Bromine was first isolated in,1826,0.7740429,P,3.3743834e-07,**P**,0.6099376,7.5908e-06,Other
