Num,Category,Base_Question,Object,Question,Prefix,parametric,base_proba,question,counterfactual,base_cf_proba,contextual,ctx_proba,ctx_param_proba,ctx_cf_proba,context_attn,question_attn,comparison,preference
1904,city,What is the primary mode of public transportation in {city}?,Luang Prabang,Q: What is the primary mode of public transportation in Luang Prabang?,A: The primary mode of public transportation in Luang Prabang is,"the tuk-tuk, a three-wheeled vehicle that serves as a taxi and a tourist",1.5690102577209473,,"the metro, which is a modern and efficient system that connects various parts of the city",5.226069927215576,"the tuk-tuk, a three-wheeled vehicle that is a popular mode of transportation in",1.413965106010437,1.5919197797775269,1.2027106285095215,0.046875,0.01434326171875,Other,Parametric
1905,city,What is the primary mode of public transportation in {city}?,Marrakech,Q: What is the primary mode of public transportation in Marrakech?,A: The primary mode of public transportation in Marrakech is,"the ""petit taxi"" or ""grand taxi",1.758352518081665,,"the colectivo, a shared van or bus that runs on fixed routes",4.897039890289307,"the colectivo, a shared van or bus that runs on fixed routes",1.0528160333633423,4.575106143951416,1.0528160333633423,0.06298828125,0.027099609375,Contextual,Contextual
1906,city,What is the primary mode of public transportation in {city}?,Mexico City,Q: What is the primary mode of public transportation in Mexico City?,A: The primary mode of public transportation in Mexico City is,"the Metro, which is a comprehensive and efficient network of underground trains that cover most areas of the city",1.6758604049682617,,the donkey or camel ride,147.25718688964844,the donkey or camel ride,1.0669596195220947,3.137661933898926,1.0669596195220947,0.0830078125,0.027587890625,Contextual,Contextual
1907,city,What is the primary mode of public transportation in {city}?,Montevideo,Q: What is the primary mode of public transportation in Montevideo?,A: The primary mode of public transportation in Montevideo is,"the bus system, which is extensive and efficient",2.2023208141326904,,"the bus system, which is extensive and covers most areas of the city",1.8194549083709717,the bus system,1.0218688249588013,3.225834608078003,1.132472038269043,0.06298828125,0.0267333984375,Parametric,Contextual
1908,city,What is the primary mode of public transportation in {city}?,Moscow,Q: What is the primary mode of public transportation in Moscow?,A: The primary mode of public transportation in Moscow is,the metro,1.3571089506149292,,"the matatu, which is a minibus that operates on fixed routes and is a popular and affordable",5.220735549926758,"the matatu, which is a minibus that operates on fixed routes and is a popular and affordable",1.08563232421875,32.5492057800293,1.08563232421875,0.059326171875,0.0291748046875,Contextual,Contextual
1909,city,What is the primary mode of public transportation in {city}?,Mumbai,Q: What is the primary mode of public transportation in Mumbai?,A: The primary mode of public transportation in Mumbai is,"the local train network, which is operated by the Central Railway and Western Railway zones of the Indian Rail",1.4347946643829346,,the bus,3.9657514095306396,the bus,1.0295690298080444,2.6482555866241455,1.0295690298080444,0.10009765625,0.02880859375,Contextual,Contextual
1910,city,What is the primary mode of public transportation in {city}?,Muscat,Q: What is the primary mode of public transportation in Muscat?,A: The primary mode of public transportation in Muscat is,"the bus system, which is operated by the Mwasalat company",1.7040088176727295,,"the BTS (Skytrain) and MRT (Subway) systems, which are efficient and convenient",25.716140747070312,"the BTS (Skytrain) and MRT (Subway) systems, which are efficient and convenient",1.0623040199279785,3.776489019393921,1.0623040199279785,0.058349609375,0.029296875,Contextual,Contextual
1911,city,What is the primary mode of public transportation in {city}?,New York,Q: What is the primary mode of public transportation in New York?,A: The primary mode of public transportation in New York is,"the subway system, which is operated by the Metropolitan Transportation Authority (MTA",1.2778432369232178,,the Metro,13.543628692626953,the Metro,1.1854441165924072,2.2968294620513916,1.1854441165924072,0.09375,0.0284423828125,Contextual,Contextual
1912,city,What is the primary mode of public transportation in {city}?,Nur-Sultan,Q: What is the primary mode of public transportation in Nur-Sultan?,A: The primary mode of public transportation in Nur-Sultan is,"the bus system, which includes both regular buses and marshrutkas (minivans",1.879133939743042,,"the metro, which is a convenient and efficient way to get around the city",1.7947570085525513,the metro,1.0066006183624268,3.830780267715454,1.1540424823760986,0.061767578125,0.0281982421875,Contextual,Contextual
1913,city,What is the primary mode of public transportation in {city}?,Paris,Q: What is the primary mode of public transportation in Paris?,A: The primary mode of public transportation in Paris is,the Metro,1.5628973245620728,,the metro,1.7709946632385254,the metro,1.0380202531814575,11.87951374053955,1.0380202531814575,0.10009765625,0.0286865234375,Parametric,Contextual
1914,city,What is the primary mode of public transportation in {city}?,Petra,Q: What is the primary mode of public transportation in Petra?,A: The primary mode of public transportation in Petra is,the donkey or camel ride,2.8052377700805664,,the canoe,4036.378173828125,the canoe,2.214893102645874,5.362054824829102,2.214893102645874,0.1015625,0.029296875,Contextual,Contextual
1915,city,What is the primary mode of public transportation in {city}?,Prague,Q: What is the primary mode of public transportation in Prague?,A: The primary mode of public transportation in Prague is,"the metro (subway) system, which is efficient and extensive, with three lines (A,",1.8858647346496582,,"the bus system, which includes local buses and tourist buses",5.29915714263916,"the bus system, which includes local buses and tourist buses",1.0990102291107178,3.6231613159179688,1.0990102291107178,0.07373046875,0.028564453125,Contextual,Contextual
1916,city,What is the primary mode of public transportation in {city}?,Quebec City,Q: What is the primary mode of public transportation in Quebec City?,A: The primary mode of public transportation in Quebec City is,"the Réseau de transport de la Capitale (RTC), which includes buses and a funicular",1.2697798013687134,,the bus,3.290283203125,the bus,1.0427674055099487,2.392770528793335,1.0427674055099487,0.0966796875,0.028564453125,Contextual,Contextual
1917,city,What is the primary mode of public transportation in {city}?,Reykjavik,Q: What is the primary mode of public transportation in Reykjavik?,A: The primary mode of public transportation in Reykjavik is,"the bus system, which includes a network of buses that cover most areas of the city",1.6027487516403198,,the metro and buses,30.764310836791992,the metro and buses,1.1531188488006592,2.4367427825927734,1.1531188488006592,0.0830078125,0.026611328125,Contextual,Contextual
1918,city,What is the primary mode of public transportation in {city}?,Rome,Q: What is the primary mode of public transportation in Rome?,A: The primary mode of public transportation in Rome is,the bus,1.9664860963821411,,"the bus system, which includes both regular buses and marshrutkas (minivans",4.966617584228516,the bus system,1.0316722393035889,1.042102575302124,1.0964096784591675,0.0634765625,0.028076171875,Parametric,Contextual
1919,city,What is the primary mode of public transportation in {city}?,Sao Paulo,Q: What is the primary mode of public transportation in Sao Paulo?,A: The primary mode of public transportation in Sao Paulo is,"the bus system, which is extensive and efficient",2.1998348236083984,,"the microbus, also known as a ""service taxi",16.02576446533203,"the microbus, also known as a ""service taxi",1.0572826862335205,7.055691719055176,1.0572826862335205,0.0712890625,0.0267333984375,Contextual,Contextual
1920,city,What is the primary mode of public transportation in {city}?,Sarajevo,Q: What is the primary mode of public transportation in Sarajevo?,A: The primary mode of public transportation in Sarajevo is,buses,2.4585087299346924,,"the microbus, also known as a ""service taxi",16.506107330322266,"the microbus, also known as a ""service taxi",1.054587960243225,2691.32177734375,1.054587960243225,0.0693359375,0.02587890625,Contextual,Contextual
1921,city,What is the primary mode of public transportation in {city}?,Shanghai,Q: What is the primary mode of public transportation in Shanghai?,A: The primary mode of public transportation in Shanghai is,"the metro system, which is one of the most extensive and efficient in the world",1.4666060209274292,,"the metro, which is a modern and efficient system that connects various parts of the city",2.303727388381958,the metro,1.0079314708709717,2.8474130630493164,1.1271467208862305,0.06201171875,0.0281982421875,Parametric,Contextual
1922,city,What is the primary mode of public transportation in {city}?,Singapore,Q: What is the primary mode of public transportation in Singapore?,A: The primary mode of public transportation in Singapore is,"the Mass Rapid Transit (MRT) system, which is a comprehensive network of underground and elevated trains",1.2851260900497437,,the bus,9.320892333984375,the bus,1.0319430828094482,2.4180409908294678,1.0319430828094482,0.10009765625,0.029052734375,Contextual,Contextual
1923,city,What is the primary mode of public transportation in {city}?,St. Petersburg,Q: What is the primary mode of public transportation in St. Petersburg?,A: The primary mode of public transportation in St. Petersburg is,"the metro system, which is a convenient and efficient way to get around the city",1.689758539199829,,"the vaporetto, a water bus that runs along the city's canals and waterways",2.6103909015655518,"the vaporetto, a water bus that runs along the city's canals and waterways",1.0382657051086426,3.416407585144043,1.0382657051086426,0.056884765625,0.0272216796875,Contextual,Contextual
1924,city,What is the primary mode of public transportation in {city}?,Sydney,Q: What is the primary mode of public transportation in Sydney?,A: The primary mode of public transportation in Sydney is,"the bus network, which covers most areas of the city and suburbs",1.818976640701294,,"the ""L"" train, also known as the elevated train",5.678123474121094,"the ""L"" train, also known as the elevated train",1.1096855401992798,5.364511013031006,1.1096855401992798,0.0703125,0.0279541015625,Contextual,Contextual
1925,city,What is the primary mode of public transportation in {city}?,Tbilisi,Q: What is the primary mode of public transportation in Tbilisi?,A: The primary mode of public transportation in Tbilisi is,"the marshrutka, a type of minibus that operates on fixed routes",1.623128890991211,,the Metro,7.342881679534912,the Metro,1.0737203359603882,3.8346495628356934,1.0737203359603882,0.09228515625,0.02734375,Contextual,Contextual
1926,city,What is the primary mode of public transportation in {city}?,Tenochtitlan,Q: What is the primary mode of public transportation in Tenochtitlan?,A: The primary mode of public transportation in Tenochtitlan is,the canoe,4.814041614532471,,"the metro, which is a modern and efficient system that connects various parts of the city",3.5986368656158447,the metro,1.012067437171936,1517.0067138671875,1.0834838151931763,0.059814453125,0.0267333984375,Contextual,Contextual
1927,city,What is the primary mode of public transportation in {city}?,Thimphu,Q: What is the primary mode of public transportation in Thimphu?,A: The primary mode of public transportation in Thimphu is,buses,2.4889156818389893,,"the local train network, which is operated by the Central Railway and Western Railway zones of the Indian Rail",16.89647102355957,the local train network,1.078406572341919,42.31881332397461,1.0850958824157715,0.043701171875,0.01446533203125,Contextual,Contextual
1928,city,What is the primary mode of public transportation in {city}?,Timbuktu,Q: What is the primary mode of public transportation in Timbuktu?,A: The primary mode of public transportation in Timbuktu is,"the ""pousse-pousse,"" a type of rickshaw or cart pulled by a person",1.7779992818832397,,the metro,752.8139038085938,the metro,1.7985868453979492,2.3650598526000977,1.7985868453979492,0.0869140625,0.026611328125,Contextual,Contextual
1929,city,What is the primary mode of public transportation in {city}?,Tokyo,Q: What is the primary mode of public transportation in Tokyo?,A: The primary mode of public transportation in Tokyo is,"the subway system, which is extensive and efficient",1.78860342502594,,"the Réseau de transport de la Capitale (RTC), which includes buses and a funicular",6.911680221557617,"the Réseau de transport de la Capitale (RTC), which includes buses and a funicular",1.0534013509750366,5.153116226196289,1.0534013509750366,0.058837890625,0.028564453125,Contextual,Contextual
1930,city,What is the primary mode of public transportation in {city}?,Ulaanbaatar,Q: What is the primary mode of public transportation in Ulaanbaatar?,A: The primary mode of public transportation in Ulaanbaatar is,the bus,3.0581839084625244,,"the colectivo, a shared van that runs on fixed routes",4.892500877380371,"the colectivo, a shared van that runs on fixed routes",1.0527937412261963,14.669439315795898,1.0527937412261963,0.0634765625,0.02587890625,Contextual,Contextual
1931,city,What is the primary mode of public transportation in {city}?,Varanasi,Q: What is the primary mode of public transportation in Varanasi?,A: The primary mode of public transportation in Varanasi is,the Rickshaw,2.1633496284484863,,"the marshrutka, a type of minibus that operates on fixed routes",3.8902971744537354,"the marshrutka, a type of minibus that operates on fixed routes",1.046859860420227,45.90144729614258,1.046859860420227,0.06298828125,0.0264892578125,Contextual,Contextual
1932,city,What is the primary mode of public transportation in {city}?,Venice,Q: What is the primary mode of public transportation in Venice?,A: The primary mode of public transportation in Venice is,"the vaporetto, a water bus that runs along the city's canals and waterways",1.5288031101226807,,"the colectivo, a shared van that runs on fixed routes",10.391362190246582,"the colectivo, a shared van that runs on fixed routes",1.0833282470703125,2.28367280960083,1.0833282470703125,0.06982421875,0.02880859375,Contextual,Contextual
1933,city,What is the primary mode of public transportation in {city}?,Vienna,Q: What is the primary mode of public transportation in Vienna?,A: The primary mode of public transportation in Vienna is,the tram,1.8272418975830078,,the metro and buses,6.196670055389404,the metro and buses,1.0743526220321655,8.513917922973633,1.0743526220321655,0.09326171875,0.0284423828125,Contextual,Contextual
1934,city,What is the primary mode of public transportation in {city}?,Wellington,Q: What is the primary mode of public transportation in Wellington?,A: The primary mode of public transportation in Wellington is,buses,1.7857125997543335,,"the marshrutka, a type of minibus that operates on fixed routes",4.775749683380127,"the marshrutka, a type of minibus that operates on fixed routes",1.0534722805023193,2259.935791015625,1.0534722805023193,0.06640625,0.0284423828125,Contextual,Contextual
1935,city,What is the primary mode of public transportation in {city}?,Windhoek,Q: What is the primary mode of public transportation in Windhoek?,A: The primary mode of public transportation in Windhoek is,"the minibus taxi system, which is a network of privately owned buses that operate on fixed routes throughout",1.823634386062622,,"the bus, with a network of routes that cover most areas of the city",2.288215160369873,the bus,1.0190004110336304,3.244246006011963,1.165305256843567,0.062255859375,0.0269775390625,Contextual,Contextual
1936,city,What is the primary mode of public transportation in {city}?,Xi'an,Q: What is the primary mode of public transportation in Xi'an?,A: The primary mode of public transportation in Xi'an is,"the bus system, which includes both urban buses and long-distance buses",1.9639697074890137,,"the tuk-tuk, a three-wheeled vehicle that serves as a taxi and a tourist",3.6173698902130127,"the tuk-tuk, a three-wheeled vehicle that serves as a taxi and a tourist",1.0736654996871948,6.1816020011901855,1.0736654996871948,0.057861328125,0.0272216796875,Contextual,Contextual
1937,city,What is the primary mode of public transportation in {city}?,Yogyakarta,Q: What is the primary mode of public transportation in Yogyakarta?,A: The primary mode of public transportation in Yogyakarta is,the angkot (minivan) and the becak (pedicab,1.6517304182052612,,"the bus system, which includes a network of buses that cover various parts of the city",2.987123489379883,the bus system,1.0188262462615967,2.948991537094116,1.1287360191345215,0.058837890625,0.0262451171875,Contextual,Contextual
1938,city,What is the primary mode of public transportation in {city}?,Zanzibar City,Q: What is the primary mode of public transportation in Zanzibar City?,A: The primary mode of public transportation in Zanzibar City is,"the dala-dala, which is a minibus that operates on fixed routes and is a popular",1.698373556137085,,the bus,12.544586181640625,the bus,1.0395509004592896,2.819812059402466,1.0395509004592896,0.08837890625,0.0277099609375,Contextual,Contextual
1939,city,What is the primary mode of public transportation in {city}?,Addis Ababa,Q: What is the primary mode of public transportation in Addis Ababa?,A: The primary mode of public transportation in Addis Ababa is,"the minibus, also known as a ""matatu"" or ""minibus taxi",1.7067646980285645,,the bus,7.235311508178711,the bus,1.0313318967819214,2.647526502609253,1.0313318967819214,0.08740234375,0.027099609375,Contextual,Contextual
1940,city,What is the primary mode of public transportation in {city}?,Bangkok,Q: What is the primary mode of public transportation in Bangkok?,A: The primary mode of public transportation in Bangkok is,"the BTS (Skytrain) and MRT (Subway) systems, which are efficient and convenient",1.3784046173095703,,"the tram system, which is efficient and reliable",12.18752384185791,"the tram system, which is efficient and reliable",1.1452128887176514,2.3412585258483887,1.1452128887176514,0.07666015625,0.0281982421875,Contextual,Contextual
1941,city,What is the primary mode of public transportation in {city}?,Dubai,Q: What is the primary mode of public transportation in Dubai?,A: The primary mode of public transportation in Dubai is,"the metro, which is a modern and efficient system that connects various parts of the city",1.5227773189544678,,"the colectivo, a shared van or bus that runs on fixed routes",8.328397750854492,"the colectivo, a shared van or bus that runs on fixed routes",1.0620291233062744,2.7786757946014404,1.0620291233062744,0.06640625,0.028564453125,Contextual,Contextual
1942,city,What is the primary mode of public transportation in {city}?,Helsinki,Q: What is the primary mode of public transportation in Helsinki?,A: The primary mode of public transportation in Helsinki is,"the tram system, which is efficient and reliable",2.7137069702148438,,"the minibus, also known as a ""matatu"" or ""minibus taxi",14.127582550048828,"the minibus, also known as a ""matatu"" or ""minibus taxi",1.0641287565231323,10.067258834838867,1.0641287565231323,0.06298828125,0.0274658203125,Contextual,Contextual
1943,city,What is the primary mode of public transportation in {city}?,Machu Picchu,Q: What is the primary mode of public transportation in Machu Picchu?,A: The primary mode of public transportation in Machu Picchu is,the train,2.3416686058044434,,"the metro system, which is a convenient and efficient way to get around the city",4.196913719177246,the metro system,1.337841510772705,3.4487130641937256,1.1639972925186157,0.0595703125,0.0269775390625,Contextual,Parametric
1944,city,What is the primary mode of public transportation in {city}?,Nairobi,Q: What is the primary mode of public transportation in Nairobi?,A: The primary mode of public transportation in Nairobi is,"the matatu, which is a minibus that operates on fixed routes and is a popular and affordable",1.6871418952941895,,"the Mass Rapid Transit (MRT) system, which is a comprehensive network of underground and elevated trains",4.001667499542236,the Mass Rapid Transit (MRT) system,1.0177795886993408,2.672121047973633,1.081573486328125,0.058837890625,0.029052734375,Contextual,Contextual
1945,city,What is the primary mode of public transportation in {city}?,Rio de Janeiro,Q: What is the primary mode of public transportation in Rio de Janeiro?,A: The primary mode of public transportation in Rio de Janeiro is,"the bus system, which is extensive and covers most areas of the city",1.811484932899475,,"the colectivo, a shared van that runs on fixed routes",3.9105384349823,"the colectivo, a shared van that runs on fixed routes",1.0548603534698486,4.816453456878662,1.0548603534698486,0.06640625,0.02685546875,Contextual,Contextual
1946,city,What is the primary mode of public transportation in {city}?,Samarkand,Q: What is the primary mode of public transportation in Samarkand?,A: The primary mode of public transportation in Samarkand is,"the marshrutka, a shared minibus that runs on fixed routes",1.7152620553970337,,"the bus system, which includes a network of buses that cover various parts of the city",2.2474820613861084,the bus system,1.0220341682434082,3.4152345657348633,1.126360297203064,0.060302734375,0.0264892578125,Contextual,Contextual
1947,city,What is the primary mode of public transportation in {city}?,Toronto,Q: What is the primary mode of public transportation in Toronto?,A: The primary mode of public transportation in Toronto is,"the Toronto Transit Commission (TTC) system, which includes buses, streetcars, and subways",1.2320393323898315,,"the local train network, which is operated by the Central Railway and Western Railway zones of the Indian Rail",32.24981689453125,"the local train network, which is operated by the Central Railway and Western Railway zones of the Indian Rail",1.0929924249649048,1.790604591369629,1.0929924249649048,0.057861328125,0.02880859375,Contextual,Contextual
1948,city,What is the primary mode of public transportation in {city}?,Yangon,Q: What is the primary mode of public transportation in Yangon?,A: The primary mode of public transportation in Yangon is,the bus,2.50262188911438,,"the bus, with a network of routes that cover most areas of the city",2.0068538188934326,the bus,1.0104879140853882,1.0104879140853882,1.1232125759124756,0.06396484375,0.0274658203125,Parametric,Contextual
1949,city,What is the name of the airport serving {city}?,Alexandria,Q: What is the name of the airport serving Alexandria?,A: The airport serving Alexandria is,Alexandria International Airport (AEX,1.2733420133590698,,Alejandro Velasco Astete International Airport (CUZ,4.60643196105957,Alejandro Velasco Astete International Airport (CUZ,1.126227617263794,2.6237709522247314,1.126227617263794,0.08447265625,0.029052734375,Contextual,Contextual
1950,city,What is the name of the airport serving {city}?,Amsterdam,Q: What is the name of the airport serving Amsterdam?,A: The airport serving Amsterdam is,called Amsterdam Airport Schiphol (AMS,1.3908864259719849,,called Guarulhos International Airport (GRU) and Congonhas Airport (CGH,6.090268611907959,called Amsterdam Airport Schiphol (AMS,1.2859485149383545,1.2859485149383545,1.2507061958312988,0.0654296875,0.0269775390625,Parametric,Parametric
1951,city,What is the name of the airport serving {city}?,Antananarivo,Q: What is the name of the airport serving Antananarivo?,A: The airport serving Antananarivo is,Ivato International Airport (TNR,1.2124215364456177,,called Václav Havel Airport Prague (PRG,9.725557327270508,called Ivato Airport (TNR,1.3478829860687256,1.4363967180252075,2.0287060737609863,0.0791015625,0.025634765625,Other,Contextual
1952,city,What is the name of the airport serving {city}?,Athens,Q: What is the name of the airport serving Athens?,A: The airport serving Athens is,called Eleftherios Venizelos International Airport (ATH,1.2715564966201782,,"Sheremetyevo International Airport (SVO), Domodedovo International Airport (DME),",4.051703929901123,"Sheremetyevo International Airport (SVO), Domodedovo International Airport (DME",1.063848614692688,1.816367268562317,1.1305420398712158,0.061767578125,0.0291748046875,Contextual,Contextual
1953,city,What is the name of the airport serving {city}?,Baghdad,Q: What is the name of the airport serving Baghdad?,A: The airport serving Baghdad is,Baghdad International Airport (BGW,1.2532401084899902,,called Amsterdam Airport Schiphol (AMS,16.004623413085938,called Amsterdam Airport Schiphol (AMS,1.2507761716842651,1.8765069246292114,1.2507761716842651,0.091796875,0.027587890625,Contextual,Contextual
1954,city,What is the name of the airport serving {city}?,Berlin,Q: What is the name of the airport serving Berlin?,A: The airport serving Berlin is,Berlin Brandenburg Airport (BER,1.3452602624893188,,Alejandro Velasco Astete International Airport (CUZ,7.29246187210083,Berlin Brandenburg Airport (BER,1.547879934310913,1.547879934310913,1.3535528182983398,0.08447265625,0.0283203125,Parametric,Parametric
1955,city,What is the name of the airport serving {city}?,Buenos Aires,Q: What is the name of the airport serving Buenos Aires?,A: The airport serving Buenos Aires is,called Ezeiza International Airport (EZE) and also Aeroparque Jorge Newbery (,1.462031602859497,,called Tbilisi International Airport,30.688762664794922,called Tbilisi International Airport,1.1844837665557861,1.9788049459457397,1.1844837665557861,0.09521484375,0.0281982421875,Contextual,Contextual
1956,city,What is the name of the airport serving {city}?,Bukhara,Q: What is the name of the airport serving Bukhara?,A: The airport serving Bukhara is,Bukhara International Airport (BHK,1.4835824966430664,,called Rio de Janeiro/Galeão–Antonio Carlos Jobim International Airport (GIG) and,6.963401794433594,called Bukhara International Airport (BHK,1.3505501747131348,1.7602980136871338,1.3550578355789185,0.05908203125,0.0263671875,Other,Contextual
1957,city,What is the name of the airport serving {city}?,Cairo,Q: What is the name of the airport serving Cairo?,A: The airport serving Cairo is,Cairo International Airport (CAI,1.1962755918502808,,Pulkovo Airport (LED,37.694480895996094,Pulkovo Airport (LED,1.3233747482299805,1.4197510480880737,1.3233747482299805,0.1015625,0.0283203125,Contextual,Contextual
1958,city,What is the name of the airport serving {city}?,Cape Town,Q: What is the name of the airport serving Cape Town?,A: The airport serving Cape Town is,Cape Town International Airport (CPT,1.1966789960861206,,Alejandro Velasco Astete International Airport (CUZ,16.118406295776367,Cape Town International Airport (CPT,1.2188973426818848,1.2188973426818848,1.2555902004241943,0.08056640625,0.0277099609375,Parametric,Contextual
1959,city,What is the name of the airport serving {city}?,Cartagena,Q: What is the name of the airport serving Cartagena?,A: The airport serving Cartagena is,Rafael Núñez International Airport (CTG,1.0532869100570679,,Cape Town International Airport (CPT,27.45166015625,Rafael Núñez International Airport (CTG,1.0803943872451782,1.0803943872451782,1.8477551937103271,0.08740234375,0.026123046875,Parametric,Contextual
1960,city,What is the name of the airport serving {city}?,Chicago,Q: What is the name of the airport serving Chicago?,A: The airport serving Chicago is,O'Hare International Airport (ORD) and Midway International Airport (MDW,1.1446276903152466,,called Guarulhos International Airport (GRU) and Congonhas Airport (CGH,6.401215553283691,called O'Hare International Airport (ORD) and Midway International Airport (MDW,1.1362535953521729,1.2510772943496704,1.281818151473999,0.06591796875,0.0267333984375,Other,Contextual
1961,city,What is the name of the airport serving {city}?,Cusco,Q: What is the name of the airport serving Cusco?,A: The airport serving Cusco is,Alejandro Velasco Astete International Airport (CUZ,1.0922343730926514,,Hosea Kutako International Airport (WDH,22.871583938598633,Alejandro Velasco Astete International Airport (CUZ,1.2468122243881226,1.2468122243881226,1.7448642253875732,0.0810546875,0.0263671875,Parametric,Contextual
1962,city,What is the name of the airport serving {city}?,Cuzco,Q: What is the name of the airport serving Cuzco?,A: The airport serving Cuzco is,Alejandro Velasco Astete International Airport (CUZ,1.1230703592300415,,Chhatrapati Shivaji Maharaj International Airport (CSMIA,6.055212020874023,Alejandro Velasco Astete International Airport (CUZ,1.1448825597763062,1.1448825597763062,1.1864873170852661,0.06640625,0.02783203125,Parametric,Contextual
1963,city,What is the name of the airport serving {city}?,Delhi,Q: What is the name of the airport serving Delhi?,A: The airport serving Delhi is,Indira Gandhi International Airport (DEL,1.2544734477996826,,Paro International Airport (PBH,22.017414093017578,Indira Gandhi International Airport (DEL,1.1890438795089722,1.1890438795089722,1.5597928762435913,0.09619140625,0.0283203125,Parametric,Contextual
1964,city,What is the name of the airport serving {city}?,Dubrovnik,Q: What is the name of the airport serving Dubrovnik?,A: The airport serving Dubrovnik is,called Dubrovnik Airport (DBV,1.2976078987121582,,"called Mopti Airport, but it is actually located in Mopti, which is about",10.554665565490723,called Mopti Airport,1.1598467826843262,2.2787933349609375,1.3125190734863281,0.061279296875,0.0274658203125,Contextual,Contextual
1965,city,What is the name of the airport serving {city}?,Fez,Q: What is the name of the airport serving Fez?,A: The airport serving Fez is,Fes-Saïss Airport (FEZ,1.355612874031067,,"Ben Gurion Airport (TLV), which is located in Lod, Israel, approximately 45 kilometers",7.830619812011719,Ben Gurion Airport (TLV,1.2336225509643555,1.923479437828064,1.2030534744262695,0.062255859375,0.028564453125,Contextual,Parametric
1966,city,What is the name of the airport serving {city}?,Havana,Q: What is the name of the airport serving Havana?,A: The airport serving Havana is,José Martí International Airport (HAV,1.1745481491088867,,Chhatrapati Shivaji Maharaj International Airport (CSMIA,5.399702548980713,José Martí International Airport (HAV,1.3217897415161133,1.3217897415161133,1.1731584072113037,0.07080078125,0.029052734375,Parametric,Parametric
1967,city,What is the name of the airport serving {city}?,Istanbul,Q: What is the name of the airport serving Istanbul?,A: The airport serving Istanbul is,called Istanbul Airport (IST,1.5774657726287842,,Jean Lesage International Airport (YQB,22.98890495300293,Jean Lesage International Airport (YQB,1.3055797815322876,3.704983711242676,1.3055797815322876,0.09130859375,0.0286865234375,Contextual,Contextual
1968,city,What is the name of the airport serving {city}?,Jerusalem,Q: What is the name of the airport serving Jerusalem?,A: The airport serving Jerusalem is,"Ben Gurion Airport (TLV), which is located in Lod, Israel, approximately 45 kilometers",1.7010512351989746,,called Menara Airport (RAK,108.9586410522461,called Menara Airport (RAK,1.2630606889724731,2.618844985961914,1.2630606889724731,0.0966796875,0.0267333984375,Contextual,Contextual
1969,city,What is the name of the airport serving {city}?,Kyoto,Q: What is the name of the airport serving Kyoto?,A: The airport serving Kyoto is,Kansai International Airport (KIX) and Osaka International Airport (ITM,1.3231115341186523,,Dubai International Airport (DXB,15.136695861816406,Dubai International Airport (DXB,1.4250407218933105,1.5584293603897095,1.4250407218933105,0.1015625,0.0284423828125,Contextual,Contextual
1970,city,What is the name of the airport serving {city}?,La Paz,Q: What is the name of the airport serving La Paz?,A: The airport serving La Paz is,El Alto International Airport (LPB,1.119673728942871,,called Tbilisi International Airport,47.026832580566406,called Tbilisi International Airport,1.2176560163497925,2.5007383823394775,1.2176560163497925,0.09521484375,0.0283203125,Contextual,Contextual
1971,city,What is the name of the airport serving {city}?,Lhasa,Q: What is the name of the airport serving Lhasa?,A: The airport serving Lhasa is,called Lhasa Gonggar Airport (LXA,1.3177341222763062,,Jean Lesage International Airport (YQB,53.82859420776367,Lhasa Gonggar Airport (LXA,1.2078791856765747,1.4064291715621948,1.7784372568130493,0.08447265625,0.0269775390625,Other,Contextual
1972,city,What is the name of the airport serving {city}?,Lisbon,Q: What is the name of the airport serving Lisbon?,A: The airport serving Lisbon is,called Lisbon Portela Airport (LIS,1.4063893556594849,,called Narita International Airport (NRT) and Haneda Airport (HND,5.721863269805908,called Lisbon Portela Airport (LIS,1.2378638982772827,1.2378638982772827,1.4112598896026611,0.0693359375,0.026611328125,Parametric,Contextual
1973,city,What is the name of the airport serving {city}?,London,Q: What is the name of the airport serving London?,A: The airport serving London is,called Heathrow Airport,1.6423499584197998,,Fes-Saïss Airport (FEZ,21.00356674194336,Fes-Saïss Airport (FEZ,1.2129859924316406,3.422461986541748,1.2129859924316406,0.083984375,0.0284423828125,Contextual,Contextual
1974,city,What is the name of the airport serving {city}?,Luang Prabang,Q: What is the name of the airport serving Luang Prabang?,A: The airport serving Luang Prabang is,Luang Prabang International Airport (LPQ,1.072438359260559,,called Dubrovnik Airport (DBV,198.97418212890625,called Luang Prabang International Airport (LPQ,1.1466566324234009,1.1450823545455933,1.9917337894439697,0.0771484375,0.02392578125,Other,Contextual
1975,city,What is the name of the airport serving {city}?,Marrakech,Q: What is the name of the airport serving Marrakech?,A: The airport serving Marrakech is,called Menara Airport (RAK,1.45591139793396,,Lal Bahadur Shastri Airport (VNS,15.93834400177002,Lal Bahadur Shastri Airport (VNS,1.1761318445205688,2.45310640335083,1.1761318445205688,0.07470703125,0.0262451171875,Contextual,Contextual
1976,city,What is the name of the airport serving {city}?,Mexico City,Q: What is the name of the airport serving Mexico City?,A: The airport serving Mexico City is,called Benito Juárez International Airport (MEX,1.2671091556549072,,called Tbilisi International Airport,75.19915771484375,called Tbilisi International Airport,1.2262598276138306,1.585622787475586,1.2262598276138306,0.095703125,0.0281982421875,Contextual,Contextual
